species,Longitude,Latitude,Elevation_ft,Date,ppt_in,tmean_F
POSE,-105.482,42.2583,7628,2017-01,1.71,18.8
POSE,-105.482,42.2583,7628,2017-02,2.5,27.6
POSE,-105.482,42.2583,7628,2017-03,1.54,36.2
POSE,-105.482,42.2583,7628,2017-04,2.27,37.5
POSE,-105.482,42.2583,7628,2017-05,4.67,45.4
POSE,-105.482,42.2583,7628,2017-06,0.83,57.5
POSE,-105.482,42.2583,7628,2017-07,1.5,66.7
POSE,-105.482,42.2583,7628,2017-08,1,61.2
POSE,-105.482,42.2583,7628,2017-09,1.26,53.4
POSE,-105.482,42.2583,7628,2017-10,1.39,39.6
POSE,-105.482,42.2583,7628,2017-11,1.07,35
POSE,-105.482,42.2583,7628,2017-12,0.64,24.4
POSE,-105.482,42.2583,7628,2018-01,1.45,24.7
POSE,-105.482,42.2583,7628,2018-02,1.01,19.2
POSE,-105.482,42.2583,7628,2018-03,1.45,31.1
POSE,-105.482,42.2583,7628,2018-04,1.95,36.9
POSE,-105.482,42.2583,7628,2018-05,5.47,50.2
POSE,-105.482,42.2583,7628,2018-06,2.23,59.9
POSE,-105.482,42.2583,7628,2018-07,2.15,64.1
POSE,-105.482,42.2583,7628,2018-08,1.21,61.4
POSE,-105.482,42.2583,7628,2018-09,0.09,58.6
POSE,-105.482,42.2583,7628,2018-10,2.27,39.3
POSE,-105.482,42.2583,7628,2018-11,2.67,26
POSE,-105.482,42.2583,7628,2018-12,0.99,20.8
POSE,-105.482,42.2583,7628,2019-01,1.69,20.7
POSE,-105.482,42.2583,7628,2019-02,0.99,19.6
POSE,-105.482,42.2583,7628,2019-03,3.19,26.5
POSE,-105.482,42.2583,7628,2019-04,1.74,37.5
POSE,-105.482,42.2583,7628,2019-05,4.37,40
POSE,-105.482,42.2583,7628,2019-06,2.61,54.6
POSE,-105.482,42.2583,7628,2019-07,2.87,64.7
POSE,-105.482,42.2583,7628,2019-08,1.7,63.4
POSE,-105.482,42.2583,7628,2019-09,0.77,56.9
POSE,-105.482,42.2583,7628,2019-10,1.83,32.6
POSE,-105.482,42.2583,7628,2019-11,1.69,27.5
POSE,-105.482,42.2583,7628,2019-12,0.96,22.6
POSE,-105.482,42.2583,7628,2020-01,0.8,21.2
,,,,,,
POSE,-106.7621,38.6,9705,2005-02,1.68,26.4
POSE,-106.7621,38.6,9705,2005-03,1.49,29
POSE,-106.7621,38.6,9705,2005-04,1.6,36.6
POSE,-106.7621,38.6,9705,2005-05,1.33,46.1
POSE,-106.7621,38.6,9705,2005-06,1.31,53.3
POSE,-106.7621,38.6,9705,2005-07,1.21,64.1
POSE,-106.7621,38.6,9705,2005-08,2.24,58
POSE,-106.7621,38.6,9705,2005-09,2.18,54.5
POSE,-106.7621,38.6,9705,2005-10,1.96,43.3
POSE,-106.7621,38.6,9705,2005-11,1.71,31.6
POSE,-106.7621,38.6,9705,2005-12,3.03,20.1
POSE,-106.7621,38.6,9705,2006-01,1.77,23.8
POSE,-106.7621,38.6,9705,2006-02,0.9,24.2
POSE,-106.7621,38.6,9705,2006-03,1.63,29.3
POSE,-106.7621,38.6,9705,2006-04,1.32,39.6
POSE,-106.7621,38.6,9705,2006-05,0.67,48.8
POSE,-106.7621,38.6,9705,2006-06,0.67,58.2
POSE,-106.7621,38.6,9705,2006-07,3.44,62.5
POSE,-106.7621,38.6,9705,2006-08,2.86,57.8
POSE,-106.7621,38.6,9705,2006-09,2.32,48.4
POSE,-106.7621,38.6,9705,2006-10,2.54,39.7
POSE,-106.7621,38.6,9705,2006-11,1.61,31.3
POSE,-106.7621,38.6,9705,2006-12,1.16,22.9
POSE,-106.7621,38.6,9705,2007-01,0.85,22.3
POSE,-106.7621,38.6,9705,2007-02,1.54,26.8
POSE,-106.7621,38.6,9705,2007-03,1.27,35.6
POSE,-106.7621,38.6,9705,2007-04,1.8,38.3
POSE,-106.7621,38.6,9705,2007-05,1.52,46.3
POSE,-106.7621,38.6,9705,2007-06,0.56,56.4
POSE,-106.7621,38.6,9705,2007-07,3.04,62.9
POSE,-106.7621,38.6,9705,2007-08,1.99,61.6
POSE,-106.7621,38.6,9705,2007-09,2.14,54
POSE,-106.7621,38.6,9705,2007-10,1.31,42.2
POSE,-106.7621,38.6,9705,2007-11,0.33,34.9
POSE,-106.7621,38.6,9705,2007-12,4.87,18.2
POSE,-106.7621,38.6,9705,2008-01,3.95,16.6
POSE,-106.7621,38.6,9705,2008-02,3.3,24.1
POSE,-106.7621,38.6,9705,2008-03,1.81,29.6
POSE,-106.7621,38.6,9705,2008-04,1.45,32.8
POSE,-106.7621,38.6,9705,2008-05,1.59,43
POSE,-106.7621,38.6,9705,2008-06,0.25,55.4
POSE,-106.7621,38.6,9705,2008-07,1.54,62.3
POSE,-106.7621,38.6,9705,2008-08,1.51,59.5
POSE,-106.7621,38.6,9705,2008-09,1.36,52.8
POSE,-106.7621,38.6,9705,2008-10,0.92,43.1
POSE,-106.7621,38.6,9705,2008-11,0.98,33.8
POSE,-106.7621,38.6,9705,2008-12,3.87,20
POSE,-106.7621,38.6,9705,2009-01,1.74,26.3
POSE,-106.7621,38.6,9705,2009-02,2.11,27.5
POSE,-106.7621,38.6,9705,2009-03,1.5,31.8
POSE,-106.7621,38.6,9705,2009-04,2.2,35
POSE,-106.7621,38.6,9705,2009-05,2,47.1
POSE,-106.7621,38.6,9705,2009-06,1.83,51.5
POSE,-106.7621,38.6,9705,2009-07,1.44,61.7
POSE,-106.7621,38.6,9705,2009-08,0.97,58.2
POSE,-106.7621,38.6,9705,2009-09,1.56,53.5
POSE,-106.7621,38.6,9705,2009-10,1.95,37.1
POSE,-106.7621,38.6,9705,2009-11,0.66,33.7
POSE,-106.7621,38.6,9705,2009-12,2.25,17.4
POSE,-106.7621,38.6,9705,2010-01,1.23,24.2
POSE,-106.7621,38.6,9705,2010-02,1.62,21.8
POSE,-106.7621,38.6,9705,2010-03,1.63,29.9
POSE,-106.7621,38.6,9705,2010-04,2.02,37.2
POSE,-106.7621,38.6,9705,2010-05,1.02,43
POSE,-106.7621,38.6,9705,2010-06,0.69,57.6
POSE,-106.7621,38.6,9705,2010-07,1.96,62.7
POSE,-106.7621,38.6,9705,2010-08,3.02,58.2
POSE,-106.7621,38.6,9705,2010-09,1.17,56.5
POSE,-106.7621,38.6,9705,2010-10,2.57,44
POSE,-106.7621,38.6,9705,2010-11,1.47,27.5
POSE,-106.7621,38.6,9705,2010-12,4.02,27
POSE,-106.7621,38.6,9705,2011-01,1.18,20.9
POSE,-106.7621,38.6,9705,2011-02,2.04,20.6
POSE,-106.7621,38.6,9705,2011-03,2.06,31.2
POSE,-106.7621,38.6,9705,2011-04,2.47,35.8
POSE,-106.7621,38.6,9705,2011-05,1.31,41.6
POSE,-106.7621,38.6,9705,2011-06,0.14,56
POSE,-106.7621,38.6,9705,2011-07,2.16,62.3
POSE,-106.7621,38.6,9705,2011-08,1.25,61.8
POSE,-106.7621,38.6,9705,2011-09,1.13,53.9
POSE,-106.7621,38.6,9705,2011-10,1.65,42.9
POSE,-106.7621,38.6,9705,2011-11,1.27,29.1
POSE,-106.7621,38.6,9705,2011-12,0.57,21.8
POSE,-106.7621,38.6,9705,2012-01,1.69,25.8
POSE,-106.7621,38.6,9705,2012-02,1.64,23.1
POSE,-106.7621,38.6,9705,2012-03,0.43,35
POSE,-106.7621,38.6,9705,2012-04,0.92,42.7
POSE,-106.7621,38.6,9705,2012-05,0.71,49.2
POSE,-106.7621,38.6,9705,2012-06,0.24,61.5
POSE,-106.7621,38.6,9705,2012-07,3.22,62.5
POSE,-106.7621,38.6,9705,2012-08,2.13,60
POSE,-106.7621,38.6,9705,2012-09,1.63,54.3
POSE,-106.7621,38.6,9705,2012-10,0.69,43.1
POSE,-106.7621,38.6,9705,2012-11,0.43,35.3
POSE,-106.7621,38.6,9705,2012-12,1.88,21.3
POSE,-106.7621,38.6,9705,2013-01,1.43,20.7
POSE,-106.7621,38.6,9705,2013-02,1.05,21.3
POSE,-106.7621,38.6,9705,2013-03,1.54,29.7
POSE,-106.7621,38.6,9705,2013-04,2.4,35.1
POSE,-106.7621,38.6,9705,2013-05,2.1,45.9
POSE,-106.7621,38.6,9705,2013-06,0.23,59.6
POSE,-106.7621,38.6,9705,2013-07,2.67,62.2
POSE,-106.7621,38.6,9705,2013-08,1.81,58.9
POSE,-106.7621,38.6,9705,2013-09,3.96,53.9
POSE,-106.7621,38.6,9705,2013-10,1.07,39.8
POSE,-106.7621,38.6,9705,2013-11,2.05,30.8
POSE,-106.7621,38.6,9705,2013-12,1.67,18.6
POSE,-106.7621,38.6,9705,2014-01,1.83,24.5
POSE,-106.7621,38.6,9705,2014-02,3.16,25.8
POSE,-106.7621,38.6,9705,2014-03,1.74,30.6
POSE,-106.7621,38.6,9705,2014-04,1.17,36.5
POSE,-106.7621,38.6,9705,2014-05,1.71,45.2
POSE,-106.7621,38.6,9705,2014-06,0.16,55.5
POSE,-106.7621,38.6,9705,2014-07,2.28,62.3
POSE,-106.7621,38.6,9705,2014-08,2.39,56.7
POSE,-106.7621,38.6,9705,2014-09,3.8,55.6
POSE,-106.7621,38.6,9705,2014-10,1.1,45.1
POSE,-106.7621,38.6,9705,2014-11,2.25,30.1
POSE,-106.7621,38.6,9705,2014-12,2.19,24.2
POSE,-106.7621,38.6,9705,2015-01,0.62,28.6
POSE,-106.7621,38.6,9705,2015-02,1.31,30.7
POSE,-106.7621,38.6,9705,2015-03,1.15,35.6
POSE,-106.7621,38.6,9705,2015-04,1.55,39
POSE,-106.7621,38.6,9705,2015-05,4.73,43.3
POSE,-106.7621,38.6,9705,2015-06,1.6,57.5
POSE,-106.7621,38.6,9705,2015-07,2.21,58.2
POSE,-106.7621,38.6,9705,2015-08,2.1,59.6
POSE,-106.7621,38.6,9705,2015-09,1.37,56.5
POSE,-106.7621,38.6,9705,2015-10,1.59,47.1
POSE,-106.7621,38.6,9705,2015-11,1.44,29.2
POSE,-106.7621,38.6,9705,2015-12,2.73,20.6
POSE,-106.7621,38.6,9705,2016-01,1.23,22.6
POSE,-106.7621,38.6,9705,2016-02,1.32,28.6
POSE,-106.7621,38.6,9705,2016-03,1.4,32.4
POSE,-106.7621,38.6,9705,2016-04,2.52,38.1
POSE,-106.7621,38.6,9705,2016-05,2.16,44.4
POSE,-106.7621,38.6,9705,2016-06,0.69,60
POSE,-106.7621,38.6,9705,2016-07,1.38,62
POSE,-106.7621,38.6,9705,2016-08,2.85,56.6
POSE,-106.7621,38.6,9705,2016-09,1.08,53.3
POSE,-106.7621,38.6,9705,2016-10,0.62,47.2
POSE,-106.7621,38.6,9705,2016-11,1.32,35.7
POSE,-106.7621,38.6,9705,2016-12,3.37,21
POSE,-106.7621,38.6,9705,2017-01,7.43,22.1
POSE,-106.7621,38.6,9705,2017-02,2.76,30.6
POSE,-106.7621,38.6,9705,2017-03,0.8,36.6
POSE,-106.7621,38.6,9705,2017-04,1.68,38.2
POSE,-106.7621,38.6,9705,2017-05,1.64,44.3
POSE,-106.7621,38.6,9705,2017-06,0.11,59.3
POSE,-106.7621,38.6,9705,2017-07,3.65,61.6
POSE,-106.7621,38.6,9705,2017-08,2.07,57.9
POSE,-106.7621,38.6,9705,2017-09,2.03,54.4
POSE,-106.7621,38.6,9705,2017-10,1.02,42.8
POSE,-106.7621,38.6,9705,2017-11,1.92,36.9
POSE,-106.7621,38.6,9705,2017-12,0.79,27.1
POSE,-106.7621,38.6,9705,2018-01,1.17,27.1
POSE,-106.7621,38.6,9705,2018-02,2,26.2
POSE,-106.7621,38.6,9705,2018-03,0.86,32.1
POSE,-106.7621,38.6,9705,2018-04,2.18,38.9
POSE,-106.7621,38.6,9705,2018-05,0.58,50.3
POSE,-106.7621,38.6,9705,2018-06,0.49,60.1
POSE,-106.7621,38.6,9705,2018-07,2.02,63.5
POSE,-106.7621,38.6,9705,2018-08,1.3,60.2
POSE,-106.7621,38.6,9705,2018-09,0.83,56.7
POSE,-106.7621,38.6,9705,2018-10,1.76,41.3
POSE,-106.7621,38.6,9705,2018-11,1.64,26.5
POSE,-106.7621,38.6,9705,2018-12,1.15,20.2
POSE,-106.7621,38.6,9705,2019-01,2.41,22.9
POSE,-106.7621,38.6,9705,2019-02,2.79,20.7
POSE,-106.7621,38.6,9705,2019-03,5.52,30.1
POSE,-106.7621,38.6,9705,2019-04,2,38.5
POSE,-106.7621,38.6,9705,2019-05,3.3,39.8
POSE,-106.7621,38.6,9705,2019-06,1.3,53.7
POSE,-106.7621,38.6,9705,2019-07,1.26,61.8
POSE,-106.7621,38.6,9705,2019-08,1.18,61.1
POSE,-106.7621,38.6,9705,2019-09,0.52,57.9
POSE,-106.7621,38.6,9705,2019-10,1.29,37.2
POSE,-106.7621,38.6,9705,2019-11,1.56,33
POSE,-106.7621,38.6,9705,2019-12,2.67,20.1
POSE,-106.7621,38.6,9705,2020-01,1.3,22.4
,,,,,,
ACLE9,-106.9903,38.9562,9551,2005-02,5.29,18.9
ACLE9,-106.9903,38.9562,9551,2005-03,3.14,24.2
ACLE9,-106.9903,38.9562,9551,2005-04,2.65,34.1
ACLE9,-106.9903,38.9562,9551,2005-05,2.58,43.4
ACLE9,-106.9903,38.9562,9551,2005-06,2.7,49.3
ACLE9,-106.9903,38.9562,9551,2005-07,0.88,59.3
ACLE9,-106.9903,38.9562,9551,2005-08,2.97,54.7
ACLE9,-106.9903,38.9562,9551,2005-09,4.04,49.8
ACLE9,-106.9903,38.9562,9551,2005-10,3.16,40.1
ACLE9,-106.9903,38.9562,9551,2005-11,3.91,26.4
ACLE9,-106.9903,38.9562,9551,2005-12,5.59,13.4
ACLE9,-106.9903,38.9562,9551,2006-01,4.18,14.9
ACLE9,-106.9903,38.9562,9551,2006-02,1.82,15.9
ACLE9,-106.9903,38.9562,9551,2006-03,4.12,24.5
ACLE9,-106.9903,38.9562,9551,2006-04,2.72,36.3
ACLE9,-106.9903,38.9562,9551,2006-05,1.38,45.2
ACLE9,-106.9903,38.9562,9551,2006-06,1.1,54.1
ACLE9,-106.9903,38.9562,9551,2006-07,3.47,58.8
ACLE9,-106.9903,38.9562,9551,2006-08,4.35,55.2
ACLE9,-106.9903,38.9562,9551,2006-09,3.87,44
ACLE9,-106.9903,38.9562,9551,2006-10,5.43,36
ACLE9,-106.9903,38.9562,9551,2006-11,3.81,26.3
ACLE9,-106.9903,38.9562,9551,2006-12,1.65,17.6
ACLE9,-106.9903,38.9562,9551,2007-01,1.54,13.8
ACLE9,-106.9903,38.9562,9551,2007-02,4.07,20
ACLE9,-106.9903,38.9562,9551,2007-03,2.47,29.7
ACLE9,-106.9903,38.9562,9551,2007-04,2.49,36.1
ACLE9,-106.9903,38.9562,9551,2007-05,1.73,44
ACLE9,-106.9903,38.9562,9551,2007-06,1.1,52.6
ACLE9,-106.9903,38.9562,9551,2007-07,2.56,59.4
ACLE9,-106.9903,38.9562,9551,2007-08,1.95,58.1
ACLE9,-106.9903,38.9562,9551,2007-09,4.22,49.5
ACLE9,-106.9903,38.9562,9551,2007-10,2.97,38.1
ACLE9,-106.9903,38.9562,9551,2007-11,0.44,29.8
ACLE9,-106.9903,38.9562,9551,2007-12,8.59,12.8
ACLE9,-106.9903,38.9562,9551,2008-01,8.02,8.9
ACLE9,-106.9903,38.9562,9551,2008-02,6.52,16.4
ACLE9,-106.9903,38.9562,9551,2008-03,3.92,22.2
ACLE9,-106.9903,38.9562,9551,2008-04,3.45,29.2
ACLE9,-106.9903,38.9562,9551,2008-05,3.41,40
ACLE9,-106.9903,38.9562,9551,2008-06,0.48,50.8
ACLE9,-106.9903,38.9562,9551,2008-07,1.22,58.8
ACLE9,-106.9903,38.9562,9551,2008-08,2.96,56.6
ACLE9,-106.9903,38.9562,9551,2008-09,1.6,48.3
ACLE9,-106.9903,38.9562,9551,2008-10,1.27,39.1
ACLE9,-106.9903,38.9562,9551,2008-11,2.51,29.2
ACLE9,-106.9903,38.9562,9551,2008-12,8.82,15.5
ACLE9,-106.9903,38.9562,9551,2009-01,4.08,18
ACLE9,-106.9903,38.9562,9551,2009-02,4.24,19.4
ACLE9,-106.9903,38.9562,9551,2009-03,3.51,27
ACLE9,-106.9903,38.9562,9551,2009-04,3.84,31.4
ACLE9,-106.9903,38.9562,9551,2009-05,3.6,46
ACLE9,-106.9903,38.9562,9551,2009-06,2.72,50.2
ACLE9,-106.9903,38.9562,9551,2009-07,1.55,57.7
ACLE9,-106.9903,38.9562,9551,2009-08,1.19,54.4
ACLE9,-106.9903,38.9562,9551,2009-09,2.68,49
ACLE9,-106.9903,38.9562,9551,2009-10,3.49,33.7
ACLE9,-106.9903,38.9562,9551,2009-11,1.44,28.4
ACLE9,-106.9903,38.9562,9551,2009-12,4.9,11.3
ACLE9,-106.9903,38.9562,9551,2010-01,3.45,15.3
ACLE9,-106.9903,38.9562,9551,2010-02,4.45,13.9
ACLE9,-106.9903,38.9562,9551,2010-03,1.78,24.6
ACLE9,-106.9903,38.9562,9551,2010-04,4.51,33.2
ACLE9,-106.9903,38.9562,9551,2010-05,2.65,39.7
ACLE9,-106.9903,38.9562,9551,2010-06,1.72,53.3
ACLE9,-106.9903,38.9562,9551,2010-07,1.44,58.6
ACLE9,-106.9903,38.9562,9551,2010-08,3.51,55.4
ACLE9,-106.9903,38.9562,9551,2010-09,1.49,51.1
ACLE9,-106.9903,38.9562,9551,2010-10,4.31,40
ACLE9,-106.9903,38.9562,9551,2010-11,3.07,23.2
ACLE9,-106.9903,38.9562,9551,2010-12,9.72,21.6
ACLE9,-106.9903,38.9562,9551,2011-01,2.08,11.8
ACLE9,-106.9903,38.9562,9551,2011-02,5.14,13.3
ACLE9,-106.9903,38.9562,9551,2011-03,4.58,25.9
ACLE9,-106.9903,38.9562,9551,2011-04,6.37,31.7
ACLE9,-106.9903,38.9562,9551,2011-05,3.14,38.3
ACLE9,-106.9903,38.9562,9551,2011-06,0.63,51.1
ACLE9,-106.9903,38.9562,9551,2011-07,2.83,58.3
ACLE9,-106.9903,38.9562,9551,2011-08,1.38,58.2
ACLE9,-106.9903,38.9562,9551,2011-09,2.16,49.5
ACLE9,-106.9903,38.9562,9551,2011-10,2.88,38
ACLE9,-106.9903,38.9562,9551,2011-11,2.4,24.3
ACLE9,-106.9903,38.9562,9551,2011-12,0.94,16.7
ACLE9,-106.9903,38.9562,9551,2012-01,3.95,17.4
ACLE9,-106.9903,38.9562,9551,2012-02,3.92,15.4
ACLE9,-106.9903,38.9562,9551,2012-03,0.9,29.5
ACLE9,-106.9903,38.9562,9551,2012-04,1.79,38
ACLE9,-106.9903,38.9562,9551,2012-05,1.06,45.3
ACLE9,-106.9903,38.9562,9551,2012-06,0.56,56.6
ACLE9,-106.9903,38.9562,9551,2012-07,2.4,59.3
ACLE9,-106.9903,38.9562,9551,2012-08,2.38,57.4
ACLE9,-106.9903,38.9562,9551,2012-09,2.42,49.8
ACLE9,-106.9903,38.9562,9551,2012-10,0.8,38.9
ACLE9,-106.9903,38.9562,9551,2012-11,0.99,30
ACLE9,-106.9903,38.9562,9551,2012-12,4.29,15.9
ACLE9,-106.9903,38.9562,9551,2013-01,2.72,11.6
ACLE9,-106.9903,38.9562,9551,2013-02,1.7,13.3
ACLE9,-106.9903,38.9562,9551,2013-03,3,24.5
ACLE9,-106.9903,38.9562,9551,2013-04,4.48,30.9
ACLE9,-106.9903,38.9562,9551,2013-05,2.68,42.2
ACLE9,-106.9903,38.9562,9551,2013-06,0.42,54.6
ACLE9,-106.9903,38.9562,9551,2013-07,3.6,58.8
ACLE9,-106.9903,38.9562,9551,2013-08,2.04,56
ACLE9,-106.9903,38.9562,9551,2013-09,6.11,50.4
ACLE9,-106.9903,38.9562,9551,2013-10,2.56,35.2
ACLE9,-106.9903,38.9562,9551,2013-11,3.44,26.1
ACLE9,-106.9903,38.9562,9551,2013-12,3.27,13.2
ACLE9,-106.9903,38.9562,9551,2014-01,4.25,15.3
ACLE9,-106.9903,38.9562,9551,2014-02,6.62,19.4
ACLE9,-106.9903,38.9562,9551,2014-03,4.38,24.6
ACLE9,-106.9903,38.9562,9551,2014-04,2.98,32.1
ACLE9,-106.9903,38.9562,9551,2014-05,3.4,41.3
ACLE9,-106.9903,38.9562,9551,2014-06,0.61,51.1
ACLE9,-106.9903,38.9562,9551,2014-07,2.41,58.8
ACLE9,-106.9903,38.9562,9551,2014-08,4.33,53.9
ACLE9,-106.9903,38.9562,9551,2014-09,4.08,51.1
ACLE9,-106.9903,38.9562,9551,2014-10,1.72,40.6
ACLE9,-106.9903,38.9562,9551,2014-11,4.06,24.8
ACLE9,-106.9903,38.9562,9551,2014-12,3.38,18.9
ACLE9,-106.9903,38.9562,9551,2015-01,1.5,19.1
ACLE9,-106.9903,38.9562,9551,2015-02,2.28,22.9
ACLE9,-106.9903,38.9562,9551,2015-03,2.95,30.2
ACLE9,-106.9903,38.9562,9551,2015-04,2.5,34.6
ACLE9,-106.9903,38.9562,9551,2015-05,6.09,40.6
ACLE9,-106.9903,38.9562,9551,2015-06,2.35,53.9
ACLE9,-106.9903,38.9562,9551,2015-07,4.2,54.8
ACLE9,-106.9903,38.9562,9551,2015-08,3.73,56
ACLE9,-106.9903,38.9562,9551,2015-09,2.48,51.1
ACLE9,-106.9903,38.9562,9551,2015-10,1.99,42.4
ACLE9,-106.9903,38.9562,9551,2015-11,2.86,25
ACLE9,-106.9903,38.9562,9551,2015-12,4.51,15
ACLE9,-106.9903,38.9562,9551,2016-01,2.67,13.3
ACLE9,-106.9903,38.9562,9551,2016-02,2.1,20.1
ACLE9,-106.9903,38.9562,9551,2016-03,2.79,27
ACLE9,-106.9903,38.9562,9551,2016-04,3.35,33.8
ACLE9,-106.9903,38.9562,9551,2016-05,3.06,41
ACLE9,-106.9903,38.9562,9551,2016-06,0.39,55.2
ACLE9,-106.9903,38.9562,9551,2016-07,1.55,57.4
ACLE9,-106.9903,38.9562,9551,2016-08,3.75,53.7
ACLE9,-106.9903,38.9562,9551,2016-09,2.21,48.7
ACLE9,-106.9903,38.9562,9551,2016-10,1.07,41.5
ACLE9,-106.9903,38.9562,9551,2016-11,2.58,31.2
ACLE9,-106.9903,38.9562,9551,2016-12,5.18,15
ACLE9,-106.9903,38.9562,9551,2017-01,9.97,15.4
ACLE9,-106.9903,38.9562,9551,2017-02,4.93,24.1
ACLE9,-106.9903,38.9562,9551,2017-03,1.42,31.4
ACLE9,-106.9903,38.9562,9551,2017-04,2.57,33.8
ACLE9,-106.9903,38.9562,9551,2017-05,2.16,41.5
ACLE9,-106.9903,38.9562,9551,2017-06,0.15,54.4
ACLE9,-106.9903,38.9562,9551,2017-07,2.63,58.6
ACLE9,-106.9903,38.9562,9551,2017-08,1.35,55.3
ACLE9,-106.9903,38.9562,9551,2017-09,2.19,50.1
ACLE9,-106.9903,38.9562,9551,2017-10,2.29,38.7
ACLE9,-106.9903,38.9562,9551,2017-11,2.23,32.2
ACLE9,-106.9903,38.9562,9551,2017-12,1.4,21.2
ACLE9,-106.9903,38.9562,9551,2018-01,2.23,18.4
ACLE9,-106.9903,38.9562,9551,2018-02,3.69,19.8
ACLE9,-106.9903,38.9562,9551,2018-03,2.21,26.1
ACLE9,-106.9903,38.9562,9551,2018-04,3.45,35
ACLE9,-106.9903,38.9562,9551,2018-05,0.77,46.3
ACLE9,-106.9903,38.9562,9551,2018-06,0.89,55.2
ACLE9,-106.9903,38.9562,9551,2018-07,1.18,60.2
ACLE9,-106.9903,38.9562,9551,2018-08,1.73,56.9
ACLE9,-106.9903,38.9562,9551,2018-09,1.2,51.6
ACLE9,-106.9903,38.9562,9551,2018-10,4.44,37.5
ACLE9,-106.9903,38.9562,9551,2018-11,2.94,21.4
ACLE9,-106.9903,38.9562,9551,2018-12,2.42,13.8
ACLE9,-106.9903,38.9562,9551,2019-01,4.37,14.6
ACLE9,-106.9903,38.9562,9551,2019-02,4.47,14.8
ACLE9,-106.9903,38.9562,9551,2019-03,8,25.8
ACLE9,-106.9903,38.9562,9551,2019-04,3.81,35
ACLE9,-106.9903,38.9562,9551,2019-05,4.7,37.4
ACLE9,-106.9903,38.9562,9551,2019-06,1.37,49
ACLE9,-106.9903,38.9562,9551,2019-07,1.18,57.7
ACLE9,-106.9903,38.9562,9551,2019-08,1.19,57.7
ACLE9,-106.9903,38.9562,9551,2019-09,0.57,52.1
ACLE9,-106.9903,38.9562,9551,2019-10,1.83,32.9
ACLE9,-106.9903,38.9562,9551,2019-11,1.61,26.8
ACLE9,-106.9903,38.9562,9551,2019-12,3.77,14.4
ACLE9,-106.9903,38.9562,9551,2020-01,2.41,13.6
,,,,,,
ACLE9,-107.4176,39.7944,11260,2005-02,4.14,17.5
ACLE9,-107.4176,39.7944,11260,2005-03,4.2,19.8
ACLE9,-107.4176,39.7944,11260,2005-04,3.62,27.9
ACLE9,-107.4176,39.7944,11260,2005-05,2.7,36.7
ACLE9,-107.4176,39.7944,11260,2005-06,5.45,42.4
ACLE9,-107.4176,39.7944,11260,2005-07,1.26,54.6
ACLE9,-107.4176,39.7944,11260,2005-08,2.3,48.8
ACLE9,-107.4176,39.7944,11260,2005-09,2.56,43.9
ACLE9,-107.4176,39.7944,11260,2005-10,3.48,34.3
ACLE9,-107.4176,39.7944,11260,2005-11,5.19,23.3
ACLE9,-107.4176,39.7944,11260,2005-12,7.79,12.9
ACLE9,-107.4176,39.7944,11260,2006-01,5.42,15.3
ACLE9,-107.4176,39.7944,11260,2006-02,3.05,14.4
ACLE9,-107.4176,39.7944,11260,2006-03,5.01,19.7
ACLE9,-107.4176,39.7944,11260,2006-04,3.3,30.5
ACLE9,-107.4176,39.7944,11260,2006-05,1.87,38.7
ACLE9,-107.4176,39.7944,11260,2006-06,0.4,48.8
ACLE9,-107.4176,39.7944,11260,2006-07,2.23,53.9
ACLE9,-107.4176,39.7944,11260,2006-08,2.54,49.6
ACLE9,-107.4176,39.7944,11260,2006-09,3.47,38.9
ACLE9,-107.4176,39.7944,11260,2006-10,5.72,29.8
ACLE9,-107.4176,39.7944,11260,2006-11,3.11,23.1
ACLE9,-107.4176,39.7944,11260,2006-12,2.38,16.1
ACLE9,-107.4176,39.7944,11260,2007-01,2.71,13.1
ACLE9,-107.4176,39.7944,11260,2007-02,5.57,16.2
ACLE9,-107.4176,39.7944,11260,2007-03,3.16,25.7
ACLE9,-107.4176,39.7944,11260,2007-04,3.03,28.3
ACLE9,-107.4176,39.7944,11260,2007-05,2.03,37
ACLE9,-107.4176,39.7944,11260,2007-06,0.92,47.5
ACLE9,-107.4176,39.7944,11260,2007-07,0.91,55.3
ACLE9,-107.4176,39.7944,11260,2007-08,1.68,53.1
ACLE9,-107.4176,39.7944,11260,2007-09,5.15,44
ACLE9,-107.4176,39.7944,11260,2007-10,4.86,32.5
ACLE9,-107.4176,39.7944,11260,2007-11,0.77,26.4
ACLE9,-107.4176,39.7944,11260,2007-12,7.58,11.4
ACLE9,-107.4176,39.7944,11260,2008-01,6.97,8.1
ACLE9,-107.4176,39.7944,11260,2008-02,6.01,13.7
ACLE9,-107.4176,39.7944,11260,2008-03,3.35,18.1
ACLE9,-107.4176,39.7944,11260,2008-04,3.77,22.3
ACLE9,-107.4176,39.7944,11260,2008-05,3.68,33
ACLE9,-107.4176,39.7944,11260,2008-06,1.2,43.7
ACLE9,-107.4176,39.7944,11260,2008-07,1.41,53
ACLE9,-107.4176,39.7944,11260,2008-08,1.93,51
ACLE9,-107.4176,39.7944,11260,2008-09,2.11,42
ACLE9,-107.4176,39.7944,11260,2008-10,1.6,33.2
ACLE9,-107.4176,39.7944,11260,2008-11,3.69,25.1
ACLE9,-107.4176,39.7944,11260,2008-12,8.11,12.7
ACLE9,-107.4176,39.7944,11260,2009-01,6.73,16.6
