PRISM Time Series Data
Locations: 57
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2023-01-01 - 2023-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-21
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
ANGE,-103.0290,42.7065,4042,2023-11-04,0.00,42.5,50.7,59.0
ANGE,-103.0290,42.7065,4042,2023-11-05,0.00,45.4,54.2,63.1
ANGE,-103.0290,42.7065,4042,2023-11-06,0.00,39.0,56.7,74.4
ANGE,-103.0290,42.7065,4042,2023-11-07,0.00,40.9,53.1,65.3
ANGE,-103.0290,42.7065,4042,2023-11-08,0.00,42.1,53.1,64.2
ANGE,-103.0290,42.7065,4042,2023-11-09,0.00,38.4,44.4,50.4
ANGE,-103.0290,42.7065,4042,2023-11-10,0.00,28.1,37.8,47.4
ANGE,-103.0290,42.7065,4042,2023-11-11,0.00,25.1,39.0,52.8
ANGE,-103.0290,42.7065,4042,2023-11-12,0.00,38.1,47.9,57.7
ANGE,-103.0290,42.7065,4042,2023-11-13,0.00,40.2,51.5,62.8
ANGE,-103.0290,42.7065,4042,2023-11-14,0.00,45.7,56.7,67.6
ANGE,-103.0290,42.7065,4042,2023-11-15,0.00,37.1,49.8,62.5
ANGE,-103.0290,42.7065,4042,2023-11-16,0.00,40.2,55.5,70.7
ANGE,-103.0290,42.7065,4042,2023-11-17,0.00,25.7,42.0,58.3
ANGE,-103.0290,42.7065,4042,2023-11-18,0.00,29.4,43.9,58.4
ANGE,-103.0290,42.7065,4042,2023-11-19,0.00,38.6,50.7,62.9
ANGE,-103.0290,42.7065,4042,2023-11-20,0.03,37.2,48.4,59.7
ANGE,-103.0290,42.7065,4042,2023-11-21,0.02,33.0,40.0,47.0
ANGE,-103.0290,42.7065,4042,2023-11-22,0.00,32.0,42.0,52.0
ANGE,-103.0290,42.7065,4042,2023-11-23,0.00,26.9,44.5,62.2
ANGE,-103.0290,42.7065,4042,2023-11-24,0.22,13.8,21.3,28.7
ANGE,-103.0290,42.7065,4042,2023-11-25,0.05,8.9,13.0,17.2
ANGE,-103.0290,42.7065,4042,2023-11-26,0.00,14.6,20.2,25.9
ANGE,-103.0290,42.7065,4042,2023-11-27,0.00,21.4,27.8,34.3
ANGE,-103.0290,42.7065,4042,2023-11-28,0.00,24.3,31.2,38.0
ANGE,-103.0290,42.7065,4042,2023-11-29,0.00,25.7,35.6,45.4
ANGE,-103.0290,42.7065,4042,2023-11-30,0.00,23.1,36.1,49.0
ANGE,-103.0290,42.7065,4042,2023-12-01,0.00,24.3,29.7,35.2
ANGE,-103.0290,42.7065,4042,2023-12-02,0.00,24.0,32.6,41.3
ANGE,-103.0290,42.7065,4042,2023-12-03,0.00,32.0,36.8,41.6
ANGE,-103.0290,42.7065,4042,2023-12-04,0.02,31.5,36.6,41.7
ANGE,-103.0290,42.7065,4042,2023-12-05,0.10,32.7,36.4,40.1
ANGE,-103.0290,42.7065,4042,2023-12-06,0.00,34.3,43.8,53.2
ANGE,-103.0290,42.7065,4042,2023-12-07,0.00,46.8,55.0,63.2
ANGE,-103.0290,42.7065,4042,2023-12-08,0.00,40.1,50.8,61.5
ANGE,-103.0290,42.7065,4042,2023-12-09,0.00,29.7,36.4,43.2
ANGE,-103.0290,42.7065,4042,2023-12-10,0.00,27.5,33.1,38.6
ANGE,-103.0290,42.7065,4042,2023-12-11,0.00,32.7,39.7,46.7
ANGE,-103.0290,42.7065,4042,2023-12-12,0.00,33.8,42.8,51.9
ANGE,-103.0290,42.7065,4042,2023-12-13,0.00,21.2,27.8,34.4
ANGE,-103.0290,42.7065,4042,2023-12-14,0.00,24.6,33.2,41.8
ANGE,-103.0290,42.7065,4042,2023-12-15,0.00,32.9,37.8,42.6
ANGE,-103.0290,42.7065,4042,2023-12-16,0.00,17.7,30.8,44.0
ANGE,-103.0290,42.7065,4042,2023-12-17,0.00,16.5,35.2,53.8
ANGE,-103.0290,42.7065,4042,2023-12-18,0.00,28.2,40.6,53.0
ANGE,-103.0290,42.7065,4042,2023-12-19,0.00,30.1,42.3,54.5
ANGE,-103.0290,42.7065,4042,2023-12-20,0.00,37.1,47.3,57.6
ANGE,-103.0290,42.7065,4042,2023-12-21,0.00,42.6,50.4,58.3
ANGE,-103.0290,42.7065,4042,2023-12-22,0.00,39.9,49.5,59.0
ANGE,-103.0290,42.7065,4042,2023-12-23,0.00,39.7,49.1,58.5
ANGE,-103.0290,42.7065,4042,2023-12-24,0.00,28.8,40.4,52.0
ANGE,-103.0290,42.7065,4042,2023-12-25,0.00,22.3,27.0,31.8
ANGE,-103.0290,42.7065,4042,2023-12-26,0.28,17.6,23.8,29.9
ANGE,-103.0290,42.7065,4042,2023-12-27,0.61,22.4,27.1,31.8
ANGE,-103.0290,42.7065,4042,2023-12-28,0.03,21.6,28.4,35.3
ANGE,-103.0290,42.7065,4042,2023-12-29,0.00,21.2,28.3,35.5
ANGE,-103.0290,42.7065,4042,2023-12-30,0.00,34.2,39.2,44.2
ANGE,-103.0290,42.7065,4042,2023-12-31,0.00,13.0,26.9,40.8

POSE,-105.4820,42.2583,7628,2023-01-01,0.34,23.4,27.6,31.9
POSE,-105.4820,42.2583,7628,2023-01-02,0.68,19.9,22.4,24.8
POSE,-105.4820,42.2583,7628,2023-01-03,0.24,17.2,19.1,20.9
POSE,-105.4820,42.2583,7628,2023-01-04,0.00,12.5,16.1,19.8
POSE,-105.4820,42.2583,7628,2023-01-05,0.00,8.4,12.7,16.9
POSE,-105.4820,42.2583,7628,2023-01-06,0.15,12.2,19.9,27.6
POSE,-105.4820,42.2583,7628,2023-01-07,0.00,21.5,25.9,30.4
POSE,-105.4820,42.2583,7628,2023-01-08,0.00,17.1,21.5,26.0
POSE,-105.4820,42.2583,7628,2023-01-09,0.07,18.1,24.1,30.2
POSE,-105.4820,42.2583,7628,2023-01-10,0.00,22.0,27.2,32.3
POSE,-105.4820,42.2583,7628,2023-01-11,0.19,26.2,30.3,34.4
POSE,-105.4820,42.2583,7628,2023-01-12,0.18,18.7,24.0,29.2
POSE,-105.4820,42.2583,7628,2023-01-13,0.00,15.6,20.8,26.0
POSE,-105.4820,42.2583,7628,2023-01-14,0.08,22.2,29.5,36.7
POSE,-105.4820,42.2583,7628,2023-01-15,0.00,25.7,31.3,36.9
POSE,-105.4820,42.2583,7628,2023-01-16,0.23,23.6,28.4,33.2
POSE,-105.4820,42.2583,7628,2023-01-17,0.00,19.4,23.4,27.5
POSE,-105.4820,42.2583,7628,2023-01-18,0.16,19.1,25.1,31.1
POSE,-105.4820,42.2583,7628,2023-01-19,0.24,6.8,15.2,23.6
POSE,-105.4820,42.2583,7628,2023-01-20,0.00,5.7,13.1,20.5
POSE,-105.4820,42.2583,7628,2023-01-21,0.00,9.0,17.0,25.0
POSE,-105.4820,42.2583,7628,2023-01-22,0.07,10.3,14.3,18.4
POSE,-105.4820,42.2583,7628,2023-01-23,0.01,10.3,16.3,22.3
POSE,-105.4820,42.2583,7628,2023-01-24,0.00,8.1,15.7,23.3
POSE,-105.4820,42.2583,7628,2023-01-25,0.01,8.0,13.6,19.1
POSE,-105.4820,42.2583,7628,2023-01-26,0.16,8.9,13.5,18.2
POSE,-105.4820,42.2583,7628,2023-01-27,0.16,9.7,14.6,19.5
POSE,-105.4820,42.2583,7628,2023-01-28,0.43,18.5,21.1,23.6
POSE,-105.4820,42.2583,7628,2023-01-29,0.33,-9.5,4.7,18.9
POSE,-105.4820,42.2583,7628,2023-01-30,0.09,-14.5,-10.6,-6.6
POSE,-105.4820,42.2583,7628,2023-01-31,0.07,-15.5,-7.6,0.3
POSE,-105.4820,42.2583,7628,2023-02-01,0.00,-13.8,-2.0,9.8
POSE,-105.4820,42.2583,7628,2023-02-02,0.00,6.2,13.4,20.7
POSE,-105.4820,42.2583,7628,2023-02-03,0.08,12.1,19.5,26.9
POSE,-105.4820,42.2583,7628,2023-02-04,0.00,17.4,25.9,34.4
POSE,-105.4820,42.2583,7628,2023-02-05,0.00,20.2,25.0,29.7
POSE,-105.4820,42.2583,7628,2023-02-06,0.00,20.1,30.1,40.1
POSE,-105.4820,42.2583,7628,2023-02-07,0.10,13.1,19.6,26.2
POSE,-105.4820,42.2583,7628,2023-02-08,0.00,11.3,19.0,26.7
POSE,-105.4820,42.2583,7628,2023-02-09,0.01,12.4,20.0,27.6
POSE,-105.4820,42.2583,7628,2023-02-10,0.00,3.9,11.0,18.2
POSE,-105.4820,42.2583,7628,2023-02-11,0.08,7.1,17.5,27.9
POSE,-105.4820,42.2583,7628,2023-02-12,0.00,17.3,28.2,39.1
POSE,-105.4820,42.2583,7628,2023-02-13,0.00,14.3,23.8,33.4
POSE,-105.4820,42.2583,7628,2023-02-14,0.00,14.1,25.5,36.8
POSE,-105.4820,42.2583,7628,2023-02-15,0.00,1.7,13.0,24.2
POSE,-105.4820,42.2583,7628,2023-02-16,0.00,-6.6,0.3,7.2
POSE,-105.4820,42.2583,7628,2023-02-17,0.00,-4.4,5.2,14.9
POSE,-105.4820,42.2583,7628,2023-02-18,0.08,8.4,19.2,30.1
POSE,-105.4820,42.2583,7628,2023-02-19,0.00,16.1,23.5,30.9
POSE,-105.4820,42.2583,7628,2023-02-20,0.00,16.1,19.9,23.7
POSE,-105.4820,42.2583,7628,2023-02-21,0.24,19.9,25.7,31.5
POSE,-105.4820,42.2583,7628,2023-02-22,0.73,-5.5,12.8,31.0
POSE,-105.4820,42.2583,7628,2023-02-23,0.19,-19.5,-12.9,-6.3
POSE,-105.4820,42.2583,7628,2023-02-24,0.24,-15.1,0.9,16.9
POSE,-105.4820,42.2583,7628,2023-02-25,0.16,8.9,16.2,23.4
POSE,-105.4820,42.2583,7628,2023-02-26,0.08,17.8,25.0,32.2
POSE,-105.4820,42.2583,7628,2023-02-27,0.00,21.5,31.0,40.4
POSE,-105.4820,42.2583,7628,2023-02-28,0.00,17.6,22.1,26.6
POSE,-105.4820,42.2583,7628,2023-03-01,0.00,8.0,16.5,25.0
POSE,-105.4820,42.2583,7628,2023-03-02,0.00,11.4,19.1,26.9
POSE,-105.4820,42.2583,7628,2023-03-03,0.00,8.4,15.0,21.6
POSE,-105.4820,42.2583,7628,2023-03-04,0.00,8.0,17.4,26.9
POSE,-105.4820,42.2583,7628,2023-03-05,0.25,-2.6,11.9,26.4
POSE,-105.4820,42.2583,7628,2023-03-06,0.00,8.6,17.9,27.2
POSE,-105.4820,42.2583,7628,2023-03-07,0.17,9.8,16.3,22.9
POSE,-105.4820,42.2583,7628,2023-03-08,0.00,7.3,17.2,27.1
POSE,-105.4820,42.2583,7628,2023-03-09,0.01,10.4,17.3,24.3
POSE,-105.4820,42.2583,7628,2023-03-10,0.08,13.1,18.1,23.1
POSE,-105.4820,42.2583,7628,2023-03-11,0.00,15.2,27.2,39.2
POSE,-105.4820,42.2583,7628,2023-03-12,0.00,7.3,17.4,27.6
POSE,-105.4820,42.2583,7628,2023-03-13,0.00,5.6,17.4,29.2
POSE,-105.4820,42.2583,7628,2023-03-14,0.08,16.9,26.5,36.1
POSE,-105.4820,42.2583,7628,2023-03-15,0.00,27.3,33.1,38.9
POSE,-105.4820,42.2583,7628,2023-03-16,0.00,16.2,29.5,42.8
POSE,-105.4820,42.2583,7628,2023-03-17,0.00,5.7,15.0,24.3
POSE,-105.4820,42.2583,7628,2023-03-18,0.00,4.1,14.0,23.8
POSE,-105.4820,42.2583,7628,2023-03-19,0.00,3.5,17.1,30.6
POSE,-105.4820,42.2583,7628,2023-03-20,0.08,13.4,22.7,31.9
POSE,-105.4820,42.2583,7628,2023-03-21,0.01,22.2,27.7,33.1
POSE,-105.4820,42.2583,7628,2023-03-22,0.00,14.9,22.9,30.9
POSE,-105.4820,42.2583,7628,2023-03-23,0.35,14.3,24.8,35.2
POSE,-105.4820,42.2583,7628,2023-03-24,0.00,21.3,27.5,33.6
POSE,-105.4820,42.2583,7628,2023-03-25,0.00,14.4,24.1,33.8
POSE,-105.4820,42.2583,7628,2023-03-26,0.00,8.7,13.8,18.8
POSE,-105.4820,42.2583,7628,2023-03-27,0.00,5.5,14.3,23.1
POSE,-105.4820,42.2583,7628,2023-03-28,0.00,7.9,15.1,22.2
POSE,-105.4820,42.2583,7628,2023-03-29,0.16,10.5,21.4,32.2
POSE,-105.4820,42.2583,7628,2023-03-30,0.00,23.7,34.1,44.5
POSE,-105.4820,42.2583,7628,2023-03-31,0.00,23.1,35.2,47.3
POSE,-105.4820,42.2583,7628,2023-04-01,0.00,18.6,23.6,28.7
POSE,-105.4820,42.2583,7628,2023-04-02,0.08,21.1,30.6,40.0
POSE,-105.4820,42.2583,7628,2023-04-03,0.14,19.9,27.0,34.1
POSE,-105.4820,42.2583,7628,2023-04-04,0.92,13.5,19.2,24.8
POSE,-105.4820,42.2583,7628,2023-04-05,0.30,4.1,11.3,18.5
POSE,-105.4820,42.2583,7628,2023-04-06,0.08,4.5,13.0,21.5
POSE,-105.4820,42.2583,7628,2023-04-07,0.08,9.1,18.2,27.4
POSE,-105.4820,42.2583,7628,2023-04-08,0.08,18.8,29.9,41.0
POSE,-105.4820,42.2583,7628,2023-04-09,0.00,27.1,35.8,44.4
POSE,-105.4820,42.2583,7628,2023-04-10,0.00,27.1,35.6,44.1
POSE,-105.4820,42.2583,7628,2023-04-11,0.00,30.5,42.5,54.6
POSE,-105.4820,42.2583,7628,2023-04-12,0.00,39.1,51.2,63.3
POSE,-105.4820,42.2583,7628,2023-04-13,0.00,44.1,54.3,64.5
POSE,-105.4820,42.2583,7628,2023-04-14,0.00,27.2,42.6,58.0
POSE,-105.4820,42.2583,7628,2023-04-15,0.03,19.8,25.2,30.7
POSE,-105.4820,42.2583,7628,2023-04-16,0.00,18.5,25.6,32.6
POSE,-105.4820,42.2583,7628,2023-04-17,0.16,19.2,33.4,47.6
POSE,-105.4820,42.2583,7628,2023-04-18,0.00,30.6,44.1,57.6
POSE,-105.4820,42.2583,7628,2023-04-19,0.00,23.5,38.5,53.6
POSE,-105.4820,42.2583,7628,2023-04-20,0.00,18.1,25.7,33.3
POSE,-105.4820,42.2583,7628,2023-04-21,0.17,14.8,23.8,32.7
POSE,-105.4820,42.2583,7628,2023-04-22,0.00,14.1,23.4,32.7
POSE,-105.4820,42.2583,7628,2023-04-23,0.00,12.5,22.4,32.3
POSE,-105.4820,42.2583,7628,2023-04-24,0.08,16.1,29.9,43.6
POSE,-105.4820,42.2583,7628,2023-04-25,0.09,27.3,39.8,52.3
POSE,-105.4820,42.2583,7628,2023-04-26,0.20,30.9,35.9,40.9
POSE,-105.4820,42.2583,7628,2023-04-27,0.00,31.1,41.1,51.1
POSE,-105.4820,42.2583,7628,2023-04-28,0.22,25.5,36.9,48.3
POSE,-105.4820,42.2583,7628,2023-04-29,0.08,25.6,36.0,46.3
POSE,-105.4820,42.2583,7628,2023-04-30,0.00,31.5,44.8,58.2
POSE,-105.4820,42.2583,7628,2023-05-01,0.00,30.4,43.0,55.6
POSE,-105.4820,42.2583,7628,2023-05-02,0.00,33.0,46.5,60.0
POSE,-105.4820,42.2583,7628,2023-05-03,0.00,34.8,47.9,60.9
POSE,-105.4820,42.2583,7628,2023-05-04,0.00,39.1,52.7,66.3
POSE,-105.4820,42.2583,7628,2023-05-05,0.10,37.4,49.6,61.7
POSE,-105.4820,42.2583,7628,2023-05-06,0.00,33.0,46.2,59.4
POSE,-105.4820,42.2583,7628,2023-05-07,0.00,31.8,41.2,50.7
POSE,-105.4820,42.2583,7628,2023-05-08,0.00,29.4,40.9,52.5
POSE,-105.4820,42.2583,7628,2023-05-09,0.02,34.2,45.5,56.8
POSE,-105.4820,42.2583,7628,2023-05-10,0.00,38.5,50.3,62.0
POSE,-105.4820,42.2583,7628,2023-05-11,0.08,40.0,49.1,58.3
POSE,-105.4820,42.2583,7628,2023-05-12,0.53,38.3,42.4,46.6
POSE,-105.4820,42.2583,7628,2023-05-13,0.37,36.3,38.4,40.4
POSE,-105.4820,42.2583,7628,2023-05-14,0.16,36.5,41.1,45.6
POSE,-105.4820,42.2583,7628,2023-05-15,0.19,37.8,41.5,45.1
POSE,-105.4820,42.2583,7628,2023-05-16,0.16,38.7,48.5,58.2
POSE,-105.4820,42.2583,7628,2023-05-17,0.02,39.0,52.2,65.5
POSE,-105.4820,42.2583,7628,2023-05-18,0.08,40.7,51.6,62.4
POSE,-105.4820,42.2583,7628,2023-05-19,0.19,33.0,40.5,48.0
POSE,-105.4820,42.2583,7628,2023-05-20,0.00,31.9,43.8,55.7
POSE,-105.4820,42.2583,7628,2023-05-21,0.08,35.0,48.9,62.9
POSE,-105.4820,42.2583,7628,2023-05-22,0.00,40.2,52.9,65.7
POSE,-105.4820,42.2583,7628,2023-05-23,0.00,43.1,56.7,70.4
POSE,-105.4820,42.2583,7628,2023-05-24,0.00,44.1,56.6,69.2
POSE,-105.4820,42.2583,7628,2023-05-25,0.36,43.2,55.1,67.0
POSE,-105.4820,42.2583,7628,2023-05-26,0.22,42.1,54.3,66.5
POSE,-105.4820,42.2583,7628,2023-05-27,0.03,41.5,53.5,65.5
POSE,-105.4820,42.2583,7628,2023-05-28,0.08,40.5,54.4,68.3
POSE,-105.4820,42.2583,7628,2023-05-29,0.00,39.7,52.3,64.9
POSE,-105.4820,42.2583,7628,2023-05-30,0.09,41.0,52.7,64.5
POSE,-105.4820,42.2583,7628,2023-05-31,0.00,41.8,56.4,71.1
POSE,-105.4820,42.2583,7628,2023-06-01,0.06,41.4,57.1,72.7
POSE,-105.4820,42.2583,7628,2023-06-02,0.33,42.2,52.4,62.6
POSE,-105.4820,42.2583,7628,2023-06-03,0.23,41.1,48.7,56.2
POSE,-105.4820,42.2583,7628,2023-06-04,0.07,41.5,49.4,57.2
POSE,-105.4820,42.2583,7628,2023-06-05,0.06,46.3,53.8,61.3
POSE,-105.4820,42.2583,7628,2023-06-06,0.01,44.1,54.2,64.2
POSE,-105.4820,42.2583,7628,2023-06-07,0.02,42.9,55.4,67.9
POSE,-105.4820,42.2583,7628,2023-06-08,0.07,43.7,56.4,69.2
POSE,-105.4820,42.2583,7628,2023-06-09,0.05,43.2,54.6,66.0
POSE,-105.4820,42.2583,7628,2023-06-10,0.12,41.5,54.2,66.9
POSE,-105.4820,42.2583,7628,2023-06-11,0.20,40.8,50.6,60.4
POSE,-105.4820,42.2583,7628,2023-06-12,0.09,44.3,50.2,56.1
POSE,-105.4820,42.2583,7628,2023-06-13,0.14,41.1,49.8,58.6
POSE,-105.4820,42.2583,7628,2023-06-14,0.00,41.5,51.4,61.3
POSE,-105.4820,42.2583,7628,2023-06-15,0.00,42.5,54.5,66.6
POSE,-105.4820,42.2583,7628,2023-06-16,1.26,42.5,51.6,60.6
POSE,-105.4820,42.2583,7628,2023-06-17,0.10,36.8,42.9,49.0
POSE,-105.4820,42.2583,7628,2023-06-18,0.00,39.7,50.7,61.7
POSE,-105.4820,42.2583,7628,2023-06-19,0.00,42.2,56.8,71.4
POSE,-105.4820,42.2583,7628,2023-06-20,0.00,49.9,64.4,79.0
POSE,-105.4820,42.2583,7628,2023-06-21,0.00,49.4,62.2,74.9
POSE,-105.4820,42.2583,7628,2023-06-22,0.41,46.0,54.9,63.9
POSE,-105.4820,42.2583,7628,2023-06-23,0.18,46.3,54.4,62.6
POSE,-105.4820,42.2583,7628,2023-06-24,0.08,46.2,55.9,65.6
POSE,-105.4820,42.2583,7628,2023-06-25,0.00,42.0,51.4,60.7
POSE,-105.4820,42.2583,7628,2023-06-26,0.00,40.0,54.3,68.6
POSE,-105.4820,42.2583,7628,2023-06-27,0.00,45.4,59.3,73.2
POSE,-105.4820,42.2583,7628,2023-06-28,0.00,46.6,60.5,74.5
POSE,-105.4820,42.2583,7628,2023-06-29,0.08,45.7,59.9,74.1
POSE,-105.4820,42.2583,7628,2023-06-30,0.21,43.1,55.5,68.0
POSE,-105.4820,42.2583,7628,2023-07-01,0.02,41.4,51.5,61.6
POSE,-105.4820,42.2583,7628,2023-07-02,0.00,41.8,57.5,73.3
POSE,-105.4820,42.2583,7628,2023-07-03,0.00,46.2,60.7,75.2
POSE,-105.4820,42.2583,7628,2023-07-04,0.08,49.3,64.4,79.4
POSE,-105.4820,42.2583,7628,2023-07-05,0.36,41.2,52.6,64.0
POSE,-105.4820,42.2583,7628,2023-07-06,0.05,40.6,48.6,56.7
POSE,-105.4820,42.2583,7628,2023-07-07,0.04,42.4,56.3,70.3
POSE,-105.4820,42.2583,7628,2023-07-08,0.00,41.4,52.0,62.7
POSE,-105.4820,42.2583,7628,2023-07-09,0.21,43.9,54.5,65.1
POSE,-105.4820,42.2583,7628,2023-07-10,0.00,44.2,59.1,74.1
POSE,-105.4820,42.2583,7628,2023-07-11,0.00,52.2,66.5,80.9
POSE,-105.4820,42.2583,7628,2023-07-12,0.00,52.2,66.8,81.3
POSE,-105.4820,42.2583,7628,2023-07-13,0.00,50.2,65.0,79.8
POSE,-105.4820,42.2583,7628,2023-07-14,0.00,52.1,66.5,80.9
POSE,-105.4820,42.2583,7628,2023-07-15,0.24,47.4,58.6,69.8
POSE,-105.4820,42.2583,7628,2023-07-16,0.00,45.4,60.0,74.6
POSE,-105.4820,42.2583,7628,2023-07-17,0.00,48.9,64.8,80.6
POSE,-105.4820,42.2583,7628,2023-07-18,0.00,53.3,70.3,87.3
POSE,-105.4820,42.2583,7628,2023-07-19,0.00,57.7,69.9,82.1
POSE,-105.4820,42.2583,7628,2023-07-20,0.12,55.5,65.0,74.6
POSE,-105.4820,42.2583,7628,2023-07-21,0.41,44.8,54.2,63.5
POSE,-105.4820,42.2583,7628,2023-07-22,0.00,43.4,58.3,73.3
POSE,-105.4820,42.2583,7628,2023-07-23,0.05,49.9,64.8,79.7
POSE,-105.4820,42.2583,7628,2023-07-24,0.00,55.0,69.5,84.1
POSE,-105.4820,42.2583,7628,2023-07-25,0.02,56.9,72.0,87.1
POSE,-105.4820,42.2583,7628,2023-07-26,0.00,58.3,70.2,82.0
POSE,-105.4820,42.2583,7628,2023-07-27,0.08,52.7,68.2,83.7
POSE,-105.4820,42.2583,7628,2023-07-28,0.03,52.7,66.6,80.4
POSE,-105.4820,42.2583,7628,2023-07-29,0.14,50.0,63.9,77.9
POSE,-105.4820,42.2583,7628,2023-07-30,0.10,51.2,66.4,81.6
POSE,-105.4820,42.2583,7628,2023-07-31,0.00,55.3,70.2,85.1
POSE,-105.4820,42.2583,7628,2023-08-01,0.18,52.0,66.2,80.4
POSE,-105.4820,42.2583,7628,2023-08-02,0.10,51.1,64.6,78.2
POSE,-105.4820,42.2583,7628,2023-08-03,0.22,51.0,61.1,71.2
POSE,-105.4820,42.2583,7628,2023-08-04,0.08,50.6,60.3,70.1
POSE,-105.4820,42.2583,7628,2023-08-05,0.00,50.5,59.8,69.1
POSE,-105.4820,42.2583,7628,2023-08-06,0.00,43.8,55.0,66.2
POSE,-105.4820,42.2583,7628,2023-08-07,0.12,41.1,52.8,64.5
POSE,-105.4820,42.2583,7628,2023-08-08,0.09,40.4,53.5,66.7
POSE,-105.4820,42.2583,7628,2023-08-09,0.01,45.5,56.2,67.0
POSE,-105.4820,42.2583,7628,2023-08-10,0.00,43.6,56.7,69.9
POSE,-105.4820,42.2583,7628,2023-08-11,0.00,53.3,64.9,76.4
POSE,-105.4820,42.2583,7628,2023-08-12,0.00,48.7,63.5,78.2
POSE,-105.4820,42.2583,7628,2023-08-13,0.00,50.1,64.9,79.6
POSE,-105.4820,42.2583,7628,2023-08-14,0.00,38.2,48.5,58.7
POSE,-105.4820,42.2583,7628,2023-08-15,0.00,36.8,53.9,71.0
POSE,-105.4820,42.2583,7628,2023-08-16,0.00,48.8,66.1,83.5
POSE,-105.4820,42.2583,7628,2023-08-17,0.00,56.2,70.3,84.5
POSE,-105.4820,42.2583,7628,2023-08-18,0.00,55.2,70.3,85.4
POSE,-105.4820,42.2583,7628,2023-08-19,0.00,61.7,72.3,82.9
POSE,-105.4820,42.2583,7628,2023-08-20,0.02,56.5,68.4,80.4
POSE,-105.4820,42.2583,7628,2023-08-21,0.00,56.8,69.0,81.2
POSE,-105.4820,42.2583,7628,2023-08-22,0.00,57.4,73.1,88.9
POSE,-105.4820,42.2583,7628,2023-08-23,0.16,54.7,69.5,84.3
POSE,-105.4820,42.2583,7628,2023-08-24,0.00,55.3,67.2,79.1
POSE,-105.4820,42.2583,7628,2023-08-25,0.13,53.5,64.8,76.2
POSE,-105.4820,42.2583,7628,2023-08-26,0.29,49.0,53.7,58.5
POSE,-105.4820,42.2583,7628,2023-08-27,0.00,48.2,60.7,73.2
POSE,-105.4820,42.2583,7628,2023-08-28,0.26,45.7,57.7,69.7
POSE,-105.4820,42.2583,7628,2023-08-29,0.15,45.1,54.3,63.6
POSE,-105.4820,42.2583,7628,2023-08-30,0.00,47.0,59.6,72.2
POSE,-105.4820,42.2583,7628,2023-08-31,0.00,50.9,65.8,80.7
POSE,-105.4820,42.2583,7628,2023-09-01,0.00,52.5,65.3,78.1
POSE,-105.4820,42.2583,7628,2023-09-02,0.01,56.1,67.8,79.6
POSE,-105.4820,42.2583,7628,2023-09-03,0.00,54.3,65.6,77.0
POSE,-105.4820,42.2583,7628,2023-09-04,0.09,51.6,64.5,77.4
POSE,-105.4820,42.2583,7628,2023-09-05,0.01,45.0,56.0,67.1
POSE,-105.4820,42.2583,7628,2023-09-06,0.00,42.8,50.4,58.0
POSE,-105.4820,42.2583,7628,2023-09-07,0.07,43.4,57.7,71.9
POSE,-105.4820,42.2583,7628,2023-09-08,0.00,49.3,60.7,72.1
POSE,-105.4820,42.2583,7628,2023-09-09,0.00,48.4,62.9,77.4
POSE,-105.4820,42.2583,7628,2023-09-10,0.10,44.4,56.2,68.0
POSE,-105.4820,42.2583,7628,2023-09-11,0.50,41.3,48.3,55.3
POSE,-105.4820,42.2583,7628,2023-09-12,0.00,37.9,49.3,60.7
POSE,-105.4820,42.2583,7628,2023-09-13,0.07,39.8,53.2,66.6
POSE,-105.4820,42.2583,7628,2023-09-14,0.00,44.8,57.5,70.3
POSE,-105.4820,42.2583,7628,2023-09-15,0.09,37.8,43.4,49.1
POSE,-105.4820,42.2583,7628,2023-09-16,0.00,36.8,48.1,59.4
POSE,-105.4820,42.2583,7628,2023-09-17,0.07,40.2,54.2,68.2
POSE,-105.4820,42.2583,7628,2023-09-18,0.00,45.6,58.2,70.7
POSE,-105.4820,42.2583,7628,2023-09-19,0.00,47.7,59.1,70.6
POSE,-105.4820,42.2583,7628,2023-09-20,0.00,43.5,55.8,68.1
POSE,-105.4820,42.2583,7628,2023-09-21,0.03,43.3,54.7,66.0
POSE,-105.4820,42.2583,7628,2023-09-22,0.03,43.0,54.5,66.1
POSE,-105.4820,42.2583,7628,2023-09-23,0.11,34.4,48.0,61.5
POSE,-105.4820,42.2583,7628,2023-09-24,0.00,33.4,44.2,54.9
POSE,-105.4820,42.2583,7628,2023-09-25,0.00,37.3,50.4,63.4
POSE,-105.4820,42.2583,7628,2023-09-26,0.00,40.7,55.1,69.5
POSE,-105.4820,42.2583,7628,2023-09-27,0.00,43.9,58.0,72.1
POSE,-105.4820,42.2583,7628,2023-09-28,0.00,44.1,58.4,72.8
POSE,-105.4820,42.2583,7628,2023-09-29,0.00,45.5,58.1,70.8
POSE,-105.4820,42.2583,7628,2023-09-30,0.00,42.5,56.0,69.6
POSE,-105.4820,42.2583,7628,2023-10-01,0.00,48.2,61.9,75.7
POSE,-105.4820,42.2583,7628,2023-10-02,0.00,42.2,57.4,72.6
