ObjectID,GlobalID,Date,DateYMD,Coordinate Source,Accuracy,Accuracy of GPS Unit,GPS Datum,Latitude,Longitude,Elevation,Unit,Ranger District,Org_Code,Forest Name,Area Within District,Land owner,Location Details,CreationDate,Creator,EditDate,Editor,x,y
67,cf747e4f-144b-4f9c-93ff-38b195d5731d,########,20240616,GPS,GPS,Within 5m,WGS84,40.79994,-104.457,5029,feet,21006,21006,Arapaho and Roosevelt National Forests,Willow Creek,USFS,"From Hereford, head W on CR136, then S on CR77. Turn W onto CR114 and continue onto FS114. Bare south on FS241 for 1.3 miles. Site is on north facing aspects. Park between two grassy burms.",########,ac15_CSUesri,########,ac15_CSUesri,-104.457,40.79994
68,d481f63c-16c4-49af-b07c-73ba73754f60,########,20240616,GPS,GPS,Within 5m,WGS84,40.82933,-104.479,5218,feet,21006,21006,Arapaho and Roosevelt National Forests,Willow Creek,USFS,"From Hereford, head W on CR136, then S on CR77. Turn W onto CR114 and continue onto FS114. Bare N on FS241 and continue onto FS116 for abt .6 miles. Site is 500 ft N of rd.",########,ac15_CSUesri,########,ac15_CSUesri,-104.479,40.82933
69,e6355778-58a6-42f0-8afc-10a17a5aa8b1,########,20240616,GPS,GPS,Within 5m,WGS84,40.85085,-104.463,5199,feet,21006,21006,Arapaho and Roosevelt National Forests,Mine Windmill,USFS,"From Hereford, head W on CR136, then S on CR77. Turn W onto CR120 and continue for  6.9 miles. Site is 1000ft east of rd.",########,ac15_CSUesri,########,ac15_CSUesri,-104.463,40.85085
70,3f984625-a6a8-478a-a0ef-36c253906a43,########,20240616,GPS,GPS,Within 5m,WGS84,40.85374,-104.504,5216,feet,21006,21006,Arapaho and Roosevelt National Forests,Ashman windmill,USFS,"From Hereford, head  W on CR136, S on CR77, then W on CR120. Turn S on CR59 and watch for greenish whitish exposed soil W of rd, abt 1000 ft.",########,ac15_CSUesri,########,cnhp_guest4,-104.504,40.85374
71,d48e423b-639a-4dda-bc7c-f2310b37d17c,########,20240616,GPS,GPS,Within 5m,WGS84,40.83203,-104.504,5184,feet,21006,21006,Arapaho and Roosevelt National Forests,Fourteen Windmill,USFS,"From Grover, head  W on CR122, S on CR77, then W on CR120. Turn S on CR59 and drive about 1.5 miles until you have reached the second curve in the road and are adjacent to the Fourteen Windmill. The site will be on the east about 158 ft.",########,ac15_CSUesri,########,ac15_CSUesri,-104.504,40.83203
72,e2be4d5b-1855-470b-9918-7512c8746efa,########,20240617,GPS,GPS,Within 5m,WGS84,40.81483,-104.744,5414,feet,21006,21006,Arapaho and Roosevelt National Forests,Experimental Range,USFS,"From Nunn, head east on CR100. In .5 miles turn left (north) on US-85 N. Drive for 7.7 miles then turn right (east) on CR114. Drive for 2.5 miles. The site will be on the nortg side of road. Enter through the green gate. travel 1,000 ft.",########,ac15_CSUesri,########,ac15_CSUesri,-104.744,40.81483
73,f84f0a78-6f55-4af0-912c-ed7e175e9324,########,20240617,GPS,GPS,Within 5m,WGS84,40.87976,-104.64,5482,feet,21006,21006,Arapaho and Roosevelt National Forests,OHV area,USFS,"From Nunn, head N on hwy85, then E on CR122. Turn N onto FS45 and travel abt .7 miles. Site is 300 ft W of road on top of a small hill.",########,ac15_CSUesri,########,ac15_CSUesri,-104.64,40.87976
74,51a0e2f8-0f07-49f7-a577-270a384816f3,########,20240617,GPS,GPS,Within 5m,WGS84,40.88646,-104.636,5392,feet,21006,21006,Arapaho and Roosevelt National Forests,Drain Windmill,USFS,"From Nunn, head N on hwy85, then E on CR122. Turn N onto FS45 and travel abt 1 mile. Site is on the east side of road (left) where there is a depression. Greenish-blue in early summer, about 530ft.",########,ac15_CSUesri,########,cnhp_guest4,-104.636,40.88646
75,44fb0c90-d13d-4ce0-bdab-742b11f2e461,########,20240612,GPS,GPS,Within 5m,WGS84,40.85703,-103.679,4602,feet,21006,21006,Arapaho and Roosevelt National Forests,Lewis well,USFS,"From Stoneham, head north on highway 71. Drive for about 17.5 miles then turn east on CR120. Merge east onto CR 149 . The site is east of 149 in 1700ft.",########,cnhp_guest4,########,cnhp_guest4,-103.679,40.85703
76,37b92d72-087d-4efd-a36a-4b9c522ec50f,########,20240617,GPS,GPS,Within 5m,WGS84,40.89273,-104.609,5466,feet,21006,21006,Arapaho and Roosevelt National Forests,Caliche windmill,USFS,"From Nunn, head N on hwy85, then E on CR122. Trun N onto FS 45 and continue past OHV TH onto FS640. Stop at Caliche windmill on top of hill. Walk E around the hardpan bluffs. Site is on the E-facing foot of bluffs",########,ac15_CSUesri,########,ac15_CSUesri,-104.609,40.89273
77,c542316b-9f06-4c32-a0f0-d58e6a92f944,########,20240612,GPS,GPS,Within 5m,WGS84,40.85081,-103.667,4610,feet,21006,21006,Arapaho and Roosevelt National Forests,Lewis well,USFS,"From Stoneham, head north on highway 71. Drive for about 17.5 miles then turn east on CR120. Merge east onto CR 149 . Turn right (S) onto the loop. travel 1 mile. Site is 100 ft S of Rd.",########,cnhp_guest4,########,cnhp_guest4,-103.667,40.85081
78,44e476a0-2446-4e5d-a0d7-d90c4ebd72b2,########,20240617,GPS,GPS,Within 5m,WGS84,40.87344,-104.578,5288,feet,21006,21006,Arapaho and Roosevelt National Forests,West Farr Windmill,USFS,"From Nunn, head N on hwy85, then E on CR122. Trun N onto FS 45 and continue past OHV TH onto FS640 for 3.3 miles. When you're about 1200ft from CR122, stop and travel 150ft east of rd.",########,ac15_CSUesri,########,ac15_CSUesri,-104.578,40.87344
79,c810cdc6-92e8-4a63-874b-d848f2bc6fe6,########,20240617,GPS,GPS,Within 5m,WGS84,40.81483,-104.564,5331,feet,21006,21006,Arapaho and Roosevelt National Forests,Jackpot well,USFS,"From Nunn, head N on hwy85, then E on CR114. Turn N on FS53 and travel 900 ft. Site is 400 ft to the W.",########,ac15_CSUesri,########,ac15_CSUesri,-104.564,40.81483
80,db7acd7d-8aca-4a75-8a71-0c5e8c19ea53,########,20240613,GPS,GPS,Within 5m,WGS84,40.62541,-104.114,4920,feet,21006,21006,Arapaho and Roosevelt National Forests,South of hwy 14,USFS,"Fro  New Raymer, head S on hwy 14. Turn south Onto CR 103, then turn W onto CR 88. Travel about half a mile, the site is 135 feet to the S of rd.",########,cnhp_guest4,########,cnhp_guest4,-104.114,40.62541
81,b09d806d-b634-43a7-b31f-610a2b9d71ff,########,20240617,GPS,GPS,Within 5m,WGS84,40.81251,-104.524,5175,feet,21006,21006,Arapaho and Roosevelt National Forests,Glasspool Windmill,USFS,"From Nunn, head N on hwy85, then E on CR114. Turn N on FS53 and travel 4600ft until the road shifts to FS650. Bear east. Continue for 1.6 miles then turn east (right) on FS114. In 4200ft the site will be 500ft south of the road.",########,ac15_CSUesri,########,ac15_CSUesri,-104.524,40.81251
82,ed9f09be-3752-44d4-bf0d-7fe4a84ed2fd,########,20240614,GPS,GPS,Within 5m,WGS84,40.63714,-104.523,4994,feet,21006,21006,Arapaho and Roosevelt National Forests,Monument Well,USFS,"From Briggsdale, head west on highway 14 for 10 miles then turn left (south) just before highway 57 intersects with 14. Site is on the south side of highway 14. ",########,cnhp_guest4,########,cnhp_guest4,-104.523,40.63714
83,b303a252-6843-4252-a845-23ebd3561960,########,20240617,GPS,GPS,Within 5m,WGS84,40.8011,-104.543,5302,feet,21006,21006,Arapaho and Roosevelt National Forests,Willow Creek,USFS,"From Nunn, head N on hwy85, then E on CR114. Turn S on CR53 then E on CR112. Turn N on FS55, travel 1100 ft, park at lowest point in the drainage. Site is 150 ft to the E.",########,ac15_CSUesri,########,ac15_CSUesri,-104.543,40.8011
84,4bfd8c92-4f53-46f0-a683-02af63249d73,########,20240611,GPS,GPS,Within 5m,WGS84,40.92603,-103.93,5253,feet,21006,21006,Arapaho and Roosevelt National Forests,North of Pawnee Buttes,USFS,"From Pine Bluffs, head south on CR164. Head east on CR203 and CR6. Then head south on CR5 and CR111. Then head east on CR134 and south on CR119. Then watch for two track on the east. Drive 500 ft then the site will be south of the two track.",########,ac15_CSUesri,########,ac15_CSUesri,-103.93,40.92603
85,619dd68c-8f9e-4b1f-ae6a-81dbcdda4af7,########,20240612,GPS,GPS,Within 5m,WGS84,40.64709,-103.599,4541,feet,21006,21006,Arapaho and Roosevelt National Forests,SE corner,USFS,"From Stoneham, head W on hwy 14 then turn N onto CR 155. Travel 2.5 miles, then park on the side of the road. Site is 200 ft to the W of the road.",########,ac15_CSUesri,########,ac15_CSUesri,-103.599,40.64709
86,6e97ba81-078e-4456-8f81-43f0a38fd73d,########,20240613,GPS,GPS,Within 5m,WGS84,40.65117,-103.955,4740,feet,21006,21006,Arapaho and Roosevelt National Forests,Valley Windmill,USFS,"From New Raymer, head west on highway 86. Then turn right (north) on CR123. Drive for 1.5 miles then turn left (west) on CR90. Drive for 1 mile then turn left (south) on CR845. The road turns to CR88 for .5 miles then to CR739. Park by the Valley windmill. The site is on the east hillside",########,ac15_CSUesri,########,ac15_CSUesri,-103.955,40.65117
87,72f936cb-80e3-426f-934c-f99f11cee284,########,20240614,GPS,GPS,Within 5m,WGS84,40.81737,-103.994,5190,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes Trail,USFS,"From Grover, head east on CR122, drive for 9.3 miles. Turn right (south) on CR107 and drive for 5 miles. Make a slight left onto Cr122 (west). Drive for 1.9 miles th3n turn left (north) onto Pawnee Buttes Trail Head. Stay on the trail head road for 1.2 miles then the parking lot will be on the north (right) side of the road.",########,ac15_CSUesri,########,ac15_CSUesri,-103.994,40.81737
88,4c84c32c-7feb-4ab9-a6f1-0185c488a7ae,########,20240614,GPS,GPS,Within 5m,WGS84,40.8001,-104.05,5224,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes,USFS,"From Grover, head E on CR122, then S on CR107. At the intersection of 112 and 107, turn W. Park after 200 ft. Site is on bare, N facing slopes 100 ft S of road",########,ac15_CSUesri,########,ac15_CSUesri,-104.05,40.8001
89,3764a9fa-cdaf-4d6a-860f-55ff66047df8,########,20240614,GPS,GPS,Within 5m,WGS84,40.8005,-104.05,5200,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes,USFS,"From Grover, head E on CR122, then S on CR107. At the intersection of 112 and 107, turn W. Park after 200 ft. Site is on N side of road. ",########,ac15_CSUesri,########,ac15_CSUesri,-104.05,40.8005
90,1ebe0461-3e05-408e-ab89-bc09f2b33c32,########,20240614,GPS,GPS,Within 5m,WGS84,40.81406,-104.05,5434,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes,USFS,"From Grover, head E on CR122, then S on CR107. Turn E onto FS681. Park at intersection with decomissioned rd. Walk SSW abt 250 ft. Site is on rocky soil with bare patches.",########,ac15_CSUesri,########,cnhp_guest4,-104.05,40.81406
91,cbc0840d-db2b-46d2-8413-3af312884c09,########,20240614,GPS,GPS,Within 5m,WGS84,40.7906,-104.105,5185,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes,USFS,"From Grover, head south on CR 390 for 5.8 miles. Then turn left (east) on CR112. Drive for 3.5 miles then turn right (south) on CR103. In 900ft FS 677 will be on the right (west). Drive for .8 miles then the site will be on the left (south).",########,ac15_CSUesri,########,ac15_CSUesri,-104.105,40.7906
92,cd3b0ff8-28fa-4e4f-9b87-4c274a908389,########,20240615,GPS,GPS,Within 5m,WGS84,40.66859,-104.586,5048,feet,21006,21006,Arapaho and Roosevelt National Forests,Ditch Well,USFS,"From Ault, head W on hwy 14, then N on CR49. Head E on FS500 to the end of the road. Site is 200 ft NE from rd, N of ditch.",########,ac15_CSUesri,########,ac15_CSUesri,-104.586,40.66859
93,d969bc1c-6c68-4598-8480-5dc19ce272ed,########,20240611,GPS,GPS,Within 5m,WGS84,42.91925,-103.477,3867,feet,20702,20702,Nebraska National Forest,N sideSugar loaf rd,USFS,From Crawfird go Non CR 2 then turn W  onto Sugarloaf rd. Site is approx 1mi downroad on NW side.,########,cnhp_guest4,########,cnhp_guest4,-103.477,42.91925
94,6a651d84-5158-4f82-a3ca-3e0abf1025a9,########,20240612,GPS,GPS,Within 5m,WGS84,42.9649,-103.433,3879,feet,20702,20702,Nebraska National Forest,FR909,USFS,From craford go N on CR2 then turn E on to FR909. Take for aprox 4 mi. Site is on west side of road,########,cnhp_guest4,########,cnhp_guest4,-103.433,42.9649
95,e3bf37bc-ec4e-4809-9dd9-984df5738ac5,########,20240612,GPS,GPS,Within 5m,WGS84,42.96697,-103.44,3957,feet,20702,20702,Nebraska National Forest,FR 909,USFS,From Crawford go N on CR 2. Then turn E on FR 909. Travel for approx 3.75 miles. Site is on NE hillslope.,########,cnhp_guest4,########,cnhp_guest4,-103.44,42.96697
96,343fd99a-edb3-4453-b558-a1d226060d76,########,20240612,GPS,GPS,Within 5m,WGS84,42.96358,-103.458,3987,feet,20702,20702,Nebraska National Forest,FR909,USFS,From Crawford travel N on CR2. Turn E on to FR909 and travel 3.25 mi. Site is N of road,########,cnhp_guest4,########,cnhp_guest4,-103.458,42.96358
97,7d55efe5-ef49-4ef1-aa4f-2f01dd851524,########,20240612,GPS,GPS,Within 5m,WGS84,42.96508,-103.462,4019,feet,20702,20702,Nebraska National Forest,FR 909,USFS,From craford go N on CR2 then turn E on to FR909. Take for aprox 3 mi. Site N side of road walked 300 ft uphill.,########,cnhp_guest4,########,cnhp_guest4,-103.462,42.96508
98,cd5cc94f-5bf3-4a44-99cc-27a4e511405c,########,20240612,GPS,GPS,Within 5m,WGS84,42.9651,-103.47,3896,feet,20702,20702,Nebraska National Forest,FR909,USFS,From craford go N on CR2 then turn E on to FR909. Take for aprox 2.25 mi. Site is on North side of road about 80 feet from road,########,cnhp_guest4,########,cnhp_guest4,-103.47,42.9651
99,46069ab2-6667-458b-9d28-9d83a324bbc3,########,20240612,GPS,GPS,Within 5m,WGS84,42.95697,-103.506,3830,feet,20702,20702,Nebraska National Forest,FR909,USFS,From craford go N on CR2 then turn E on to FR909. Drive for 500 feet. Data recorded on East side of road,########,cnhp_guest4,########,cnhp_guest4,-103.506,42.95697
100,a548cee9-b1f2-42ba-b042-8c6c19c8bd7c,########,20240612,GPS,GPS,Within 5m,WGS84,42.95309,-103.47,3939,feet,20702,20702,Nebraska National Forest,FR 957,USFS,"From craford go N on CR2 then turn E ontoF$ 909,and take the S turn onto FR957.Site is approx. 2 mi downroad on W side of road.",########,cnhp_guest4,########,cnhp_guest4,-103.47,42.95309
101,1df8ef51-7f70-444e-891f-c305720627b4,########,20240612,GPS,GPS,Within 5m,WGS84,42.80508,-103.527,3703,feet,20702,20702,Nebraska National Forest,Sand Creek Rd,USFS,From crawford take Toadstool rd N and turn west onto Sand Creek rd. Travel approx 2 miles. Stop before private land sign. Observation on N side of rd.,########,cnhp_guest4,########,cnhp_guest4,-103.527,42.80508
102,3a3a168a-96a4-4e7a-a2fd-a93378bd11f7,########,20240612,GPS,GPS,Within 5m,WGS84,42.85718,-103.589,3765,feet,20702,20702,Nebraska National Forest,Toadstool park trail,USFS,"FromCrawford go N on Toadstool rd, then W on FR 902. Plants along self-guided trail in exposed areas.",########,cnhp_guest4,########,cnhp_guest4,-103.589,42.85718
103,7142f3eb-9516-45a1-82cd-f2fcdfa3dd89,########,20240612,GPS,GPS,Within 5m,WGS84,42.91677,-103.512,3781,feet,20702,20702,Nebraska National Forest,Sugarloaf Road,USFS,From crawford take Cr2 N then turn W onto sugarloaf rd. Travel 2.8 mi and site is on South ,########,cnhp_guest4,########,cnhp_guest4,-103.512,42.91677
104,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,20240613,GPS,GPS,Within 5m,WGS84,42.83291,-103.6,4037,feet,20702,20702,Nebraska National Forest,Hudson-meng bison bone bed,USFS,From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Take Bison trail 0.5 mi and site is located in drainage running East and West,########,cnhp_guest4,########,cnhp_guest4,-103.6,42.83291
105,030d7580-0e8a-49d4-8f36-c5edbf256c96,########,20240613,GPS,GPS,Within 5m,WGS84,42.83239,-103.6,4074,feet,20702,20702,Nebraska National Forest,Hudson Meng Buffalo Bone Bed,USFS,From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Take Bison trail 0.5 mikes and follow drainage to Eastern upland,########,cnhp_guest4,########,cnhp_guest4,-103.6,42.83239
106,e6f8542f-2617-45f9-93cf-d24c2f329081,########,20240613,GPS,GPS,Within 5m,WGS84,42.83146,-103.598,4097,feet,20702,20702,Nebraska National Forest,Hudson - Meng Buffalo Bonebed,USFS,From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Take Bison trail 0.5 mi thengo Ein dranag3. Turn S onto upland and walk 750ft. ALSO on NE slope behind bathroom ,########,cnhp_guest4,########,cnhp_guest4,-103.598,42.83146
107,47a766a2-cd3c-4de9-924e-69354a28c4fc,########,20240613,GPS,GPS,Within 5m,WGS84,42.82472,-103.597,4245,feet,20702,20702,Nebraska National Forest,Roundtop Mountain,USFS,From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Hike southeast on to pine butte about 1000 ft. ,########,cnhp_guest4,########,cnhp_guest4,-103.597,42.82472
108,ad1cc41d-ad2d-461e-a85d-c19c573620a8,########,20240613,GPS,GPS,Within 5m,WGS84,42.82491,-103.593,4345,feet,20702,20702,Nebraska National Forest,Roundtop mountain,USFS,"From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Hike SE approx 2,000 ft uphill on Pine Butte. Population in alluvial fan on N facing slope.",########,cnhp_guest4,########,cnhp_guest4,-103.593,42.82491
109,f90b9028-574c-4525-bea7-eedaf2442827,########,20240613,GPS,GPS,Within 5m,WGS84,42.82976,-103.602,4117,feet,20702,20702,Nebraska National Forest,Hudson - Meng Buffalo Bonebed,USFS,"From Crawford travel N to Toadstool Road. Turn W to Sandcreek Rd and travel for 7 miles to Hudson Meng Buffalo Bone Bed and park in visitor center. Take Bison trail 200ft, siteonEfacingslope",########,cnhp_guest4,########,cnhp_guest4,-103.602,42.82976
110,4eeaa43f-1b78-4897-b220-81efc8d7b488,########,20240614,GPS,GPS,Within 5m,WGS84,42.6793,-103.158,3907,feet,20702,20702,Nebraska National Forest,Roberts trailhead and campground,USFS,"From Crawford take old highway 20 E. Then turn S onto Norman rd. Continue until Bethel rd and then turn E continue onto FR 737. Travel 2,500 ft plants on both sides of the rd.",########,cnhp_guest4,########,cnhp_guest4,-103.158,42.6793
111,d6ade22a-202a-47b1-a17a-d531eabc61f9,########,20240614,GPS,GPS,Within 5m,WGS84,42.64114,-103.258,3974,feet,20702,20702,Nebraska National Forest,West Ash Road,USFS,"From Crawford, take W Ash Creek Road 9 mi. Site is on E side of road 100 ft",########,cnhp_guest4,########,cnhp_guest4,-103.258,42.64114
112,5477bbf7-4ab2-496f-a784-1c08d4246162,########,20240614,GPS,GPS,Within 5m,WGS84,42.6381,-103.257,3977,feet,20702,20702,Nebraska National Forest,West Ash Road,USFS,From Crawford take West ash road for 9.1 milew. Plants are on W / downhill side of rd.,########,cnhp_guest4,########,cnhp_guest4,-103.257,42.6381
113,3c77f1fb-55c2-4cdb-a534-88432ab0b219,########,20240614,GPS,GPS,Within 5m,WGS84,42.61945,-103.238,4231,feet,20702,20702,Nebraska National Forest,W Ash Rd,USFS,From Crawford take West ash road for 11.3 mi. Park on North sideof road and cross barb wire fench at fall tree. Population is on north facing slope,########,cnhp_guest4,########,cnhp_guest4,-103.238,42.61945
114,ea646aa2-f7d0-464e-affb-1760fe0fe27f,########,20240614,GPS,GPS,Within 5m,WGS84,42.6394,-103.096,4326,feet,20702,20702,Nebraska National Forest,FR 702,USFS,"From Crawford take hwy 20 NE to West ash creek rd S then turn E onto Table rd then N onto McGannon rd. Turn N again onto FR 702. Site is approx. 2,800 ft down road on E side of road",########,cnhp_guest4,########,cnhp_guest4,-103.096,42.6394
115,dcebda7b-6b83-4548-b0a6-898be553abac,########,20240614,GPS,GPS,Within 5m,WGS84,42.64357,-103.093,4264,feet,20702,20702,Nebraska National Forest,FR702,USFS,From Crawford take hwy 20 NE to West ash creek rd S then turn E onto Table rd then N onto McGannon rd. Turn N again onto FR 702. Site is approx. 4038 ft down road on E side of road.,########,cnhp_guest4,########,cnhp_guest4,-103.093,42.64357
116,8fc3c03a-54ef-4fc4-99d3-955e09ae6974,########,20240614,GPS,GPS,Within 5m,WGS84,42.64334,-103.091,4237,feet,20702,20702,Nebraska National Forest,FR221,USFS,From Crawford take hwy 20 NE to West ash creek rd S then turn E onto Table rd then N onto McGannon rd. Turn N again onto FR 702. Then turn E on to FR221,########,cnhp_guest4,########,cnhp_guest4,-103.091,42.64334
117,8f1ca707-9403-4794-93e3-6534db6ca98c,########,20240615,GPS,GPS,Within 5m,WGS84,42.64643,-103.043,4122,feet,20702,20702,Nebraska National Forest,FR732,USFS,"From Chadron take HW385 South and turn West on Table Rd. Take Table Road and turn N onto FR732 and drive for 0.75mi. Site is 1,400 feet direct NW but will have to cross ravines",########,cnhp_guest4,########,cnhp_guest4,-103.043,42.64643
118,aae9ab3e-dc66-4eb0-823a-576dfc92a809,########,20240615,GPS,GPS,Within 5m,WGS84,42.67756,-103.091,3912,feet,20702,20702,Nebraska National Forest,FR702,USFS,"From Chadron take highway 20 W turn S onto deadhorse rd turn W onto FR 702. Travel approx 3,500 ft . Plant is on S side of rd.",########,cnhp_guest4,########,cnhp_guest4,-103.091,42.67756
119,9508c737-c297-4eb7-bfd3-b7b69335cfc7,########,20240615,GPS,GPS,Within 5m,WGS84,43.64672,-102.958,2708,feet,20705,20705,Nebraska National Forest,FR 7053W ,USFS,"From Fareburn take county rd 18/E French Creek until it turns into FR 7053 W. Travel for approx 3,715 ft turn S into cattle grazing allotment marked with large rock on right fence post.",########,cnhp_guest4,########,cnhp_guest4,-102.958,43.64672
120,cde3c79f-e384-4e3d-a975-077d13ca9065,########,20240616,GPS,GPS,Within 5m,WGS84,43.67779,-102.948,3004,feet,20705,20705,Nebraska National Forest,Unmarked rd near 3040 elevation,USFS,From Fairburn take E French Creek rd. East until it turns into FR7053W take until end. Turn NW onto unmarked rd and travel 2 miles towards observation point. Plants on E side of unmarked rd.,########,cnhp_guest4,########,cnhp_guest4,-102.948,43.67779
121,ccaa5861-3755-44ec-80f0-f9e857a4a1fe,########,20240616,GPS,GPS,Within 5m,WGS84,43.69555,-102.876,2836,feet,20705,20705,Nebraska National Forest,Old Highway 40,USFS,5From Red Shirt go NE on Tatanka Numpa Rd turn N on to State HW40. Turn E on to Old HW40. Drive approx 3 miles. Site is on 4WD two track approx 500ft N.,########,cnhp_guest4,########,cnhp_guest4,-102.876,43.69555
122,afd70d5a-c294-4587-9e5e-da5a27a47eee,########,20240617,GPS,GPS,Within 5m,WGS84,43.69926,-102.89,2908,feet,20705,20705,Nebraska National Forest,Old highway 40,USFS,From Red Shirt go NE on Tatanka Numpa Rd turn N on to State HW40. Turn E on to Old HW40. Drive approx 1.4 miles. Site is on S side of road,########,cnhp_guest4,########,cnhp_guest4,-102.89,43.69926
123,14ada1db-9a3f-4e59-8ddc-1cb305344b5d,########,20240628,GPS,GPS,Within 5m,WGS84,44.14183,-104.505,4579,feet,20609,20609,Medicine Bow-Routt National Forest,Old Sundance Road,USFS,From Upton go E on Ash st and continue onto hwy 116. Turn S onto Old Sundance Rd and continue for approx 2 mi. Site is on S side of road  in clearing.,########,cnhp_guest4,########,cnhp_guest4,-104.505,44.14183
124,3d093c08-5617-4a43-b180-62ee2be413fe,########,20240628,GPS,GPS,Within 5m,WGS84,44.08192,-104.502,4351,feet,20609,20609,Medicine Bow-Routt National Forest,Plumcreek trail,USFS,From Upton go E on Ash st and continue onto hwy 116. Turn S onto Old Sundance Rd and continue until gate. Turn E onto unmakered FS road and continue to Plum creek trail. Walked approx. 500 ft E. ,########,cnhp_guest4,########,cnhp_guest4,-104.502,44.08192
125,1f6a9804-fc74-4268-b322-85fa9acc6590,########,20240628,GPS,GPS,Within 5m,WGS84,44.04797,-104.49,4145,feet,20609,20609,Medicine Bow-Routt National Forest,Community Pasture Rd,USFS,"From Upton, heaad NE on CR116, then turn S on FS913. Continue S on 913 until it intersects with FS1253.E. Site will be to the E of FS913.",########,cnhp_guest4,########,cnhp_guest4,-104.49,44.04797
126,b0224d11-9cde-4da8-ab25-0158363c816d,########,20240627,GPS,GPS,Within 5m,WGS84,43.68671,-105.051,4523,feet,20609,20609,Medicine Bow-Routt National Forest,FR1262.C,USFS,"From Wright, head east onWY-450 E. Drive for 22 miles. Turn north on Keeline Rd. (FS930). Drive for 2 miles then veer east (right) onto FS1262.C. The site will be on the north side of rd by the guzzler. On east facing slopes of rocky hills.",########,ac15_CSUesri,########,ac15_CSUesri,-105.051,43.68671
127,beb901c1-31ce-4a3e-b505-2f2b424fa022,########,20240629,GPS,GPS,Within 5m,WGS84,44.69634,-105.274,4063,feet,20609,20609,Medicine Bow-Routt National Forest,SODA,USFS,"From Weston, take CR49 N. Turn east onto Heald rd. Then turn north onto FR1247. Turn west onto 1247.B-SODA. Site is on the South facing slope in 3000ft from fork.",########,ac15_CSUesri,########,ac15_CSUesri,-105.274,44.69634
128,15ffff59-e082-4c14-968c-7fa5be1d0cb1,########,20240629,GPS,GPS,Within 5m,WGS84,44.70239,-105.278,4070,feet,20609,20609,Medicine Bow-Routt National Forest,Gleason Draw,USFS,"From Weston, take CR49 N. Turn east onto Heald rd. Then turn north onto FR1247. Turn east onto 1247 Gleason Draw. The site is 5000ft from the fork on both sides of rd.",########,ac15_CSUesri,########,ac15_CSUesri,-105.278,44.70239
129,6dfa7f45-2dcf-4aee-84fc-032165670c10,########,20240625,GPS,GPS,Within 5m,WGS84,43.54981,-105.104,5071,feet,20609,20609,Medicine Bow-Routt National Forest,Rochelle Hills Rd,USFS,"From Wright, head south on WY59 S for 2 mi. Then turn east on WY450 E. Drive 15 miles then turn south (right) on School Creek Rd for 7.5 mi. Turn left on pine canyon rd. Drive 2.3 mi then turn right on Rochelle Hills rd for 1.8 miles. The site is by a rock formation 250 ft from road.",########,cnhp_guest4,########,cnhp_guest4,-105.104,43.54981
130,3ba458b7-081b-4ae8-ab99-ac77bc7770ae,########,20240626,GPS,GPS,Within 5m,WGS84,43.27977,-105.011,4765,feet,20609,20609,Medicine Bow-Routt National Forest,Cow Creek Buttes,USFS,From Bill take Highway59 N. Turn east onto CR45. Then SE onto FR962. Travel 3 miles. Collection site is on north side of rd.,########,cnhp_guest4,########,cnhp_guest4,-105.011,43.27977
131,69692894-c48c-4665-9d82-3157bf98c2c5,########,20240626,GPS,GPS,Within 5m,WGS84,43.23873,-105.071,4641,feet,20609,20609,Medicine Bow-Routt National Forest,LittleRat Creek,USFS,"From Bill go N on hwy 59, then turnE onto CR38,thenSE onto FR 959. Continue for approx. 3.8 mi. Site is on E dide of road.",########,cnhp_guest4,########,cnhp_guest4,-105.071,43.23873
132,5b7f559a-6fcf-4740-b714-3e621348a19e,########,20240627,GPS,GPS,Within 5m,WGS84,43.76324,-105.133,4498,feet,20609,20609,Medicine Bow-Routt National Forest,Black Thunder Creek,USFS,"From little thunder reservoir, head E on CR 450. Turn N onto FS930. Continue for 9 miles. Siteis N of rd.",########,cnhp_guest4,########,cnhp_guest4,-105.133,43.76324
