ObjectID,GlobalID,Primary Key,What group is leading this collection?,Date Collection Started,YMD,Recollection,Original Seed Reference Number,Collector Names,Land Form,If other land form please specify,Slope,Aspect,Ecoregion,Ranger District,District Org Code,Ranger_Dist_Hidden,Forest Name,Provisional Seed Zone,Geology,Collected species codes,To be completed before you walk away from the site,Identified By,Material Identified,Date Identified,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,Collection Weight in lbs,Approximate Number of Seeds Collected,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
46,a47f2e00-7023-4f4e-84a5-69ea011a63aa,20250904_42.696699928384994-103.5798292729516,CNHPY3.1,9/4/2025 14:15,20250904,no,,"Curtis_Drake,Blake_Granquist",Ridge,,4,NW,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1015SH,Sand,ECAN2,"Individual_photo,herbarium_vouchers,Bags",,,,Sandy_Loam,,G216 Pinus ponderosa Northwestern Great Plains Forest & Woodland Group,8,,130,0.29,27800,2.36503E-07,0.002475514,09/09/2025 17:03:29.719,cnhp_guest4,09/23/2025 20:50:10.967,cnhp_guest4
47,f4f12c9b-0e25-4d66-8c4b-66d09b766406,20250904_42.8288713-103.583594,CNHPY3.1,9/4/2025 17:43,20250904,no,,"Curtis_Drake,Blake_Granquist",Hills,,4,E,NG,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1015SH,,"ECAN2, SCSC","Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Silt_Loam,,A4042 Schizachyrium scoparium - Bouteloua curtipendula Central Plains Grassland Alliance,7,,1950,4.3,417004,2.15114E-05,0.022469198,09/09/2025 17:03:31.712,cnhp_guest4,09/09/2025 21:04:09.013,cnhp_guest4
48,3204aaf7-be1b-4455-9737-3350bddc4f89,20250905_42.82307181-103.61786852,CNHPY3.1,9/5/2025 13:13,20250905,no,,"Curtis_Drake,Blake_Granquist",Alluvial_Valley,,5,N,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1015SH,,SCSC,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Loam,,G141 Pascopyrum smithii - Hesperostipa comata - Schizachyrium scoparium Mixedgrass Prairie Group,6,No HECO but the rest matches fairly well,1190,2.62,682110,4.35578E-06,0.011668947,09/09/2025 17:03:33.118,cnhp_guest4,09/09/2025 21:08:21.486,cnhp_guest4
49,98db1e68-e3ad-4328-85fc-a37789f15861,20250905_42.63791851-103.19341499,CNHPY3.1,9/5/2025 20:47,20250905,no,,"Curtis_Drake,Blake_Granquist",Plains,,2,NW,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1015SH,Sand,ECAN2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Silt_Loam,,A4042 Schizachyrium scoparium - Bouteloua curtipendula Central Plains Grassland Alliance,5,,600,1.32,128309,2.75023E-06,0.014085844,09/09/2025 17:03:34.790,cnhp_guest4,09/09/2025 21:04:03.748,cnhp_guest4
50,34c20676-928d-428f-bbc4-7491910df3f2,20250906_42.66472868-103.10089252,CNHPY3.1,9/6/2025 14:04,20250906,no,,"Blake_Granquist,Curtis_Drake",Ridge,,2,NE,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1520SH,Sand,ECAN2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Loam,,A4042 Schizachyrium scoparium - Bouteloua curtipendula Central Plains Grassland Alliance,6,,195,0.43,41700,2.22833E-06,0.01357733,09/09/2025 17:03:36.275,cnhp_guest4,09/09/2025 20:40:23.965,cnhp_guest4
51,1fdbf39b-f686-42df-950d-feb320010c23,20250906_42.64314873-103.04533043,CNHPY3.1,9/6/2025 16:37,20250906,no,,"Curtis_Drake,Blake_Granquist",Hills,,3,W,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1520SH,Sand,ECAN2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Loam,,G216 Pinus ponderosa Northwestern Great Plains Forest & Woodland Group,7,,1240,,,7.53308E-06,0.013068416,09/09/2025 17:03:37.751,cnhp_guest4,09/09/2025 20:43:45.117,cnhp_guest4
52,211a5cde-0a88-424a-933e-dc228048a748,20250906_42.83441434-103.00034191,CNHPY3.1,9/6/2025 21:00,20250906,no,,"Blake_Granquist,Curtis_Drake",Unsure,,3,E,HP,20702,20702,Pine Ridge Ranger District,Nebraska National Forest,1015SH,,ASSP,"Individual_photo,herbarium_vouchers",,,,Unsure,,Urban,10,,3500,7.72,555565,3.96099E-08,0.001324542,09/09/2025 17:03:38.895,cnhp_guest4,09/09/2025 20:40:37.553,cnhp_guest4
53,3ebac4f3-d7bc-4257-b820-ea7cc71dbee7,20250520_40.76063685-105.54283788,CNHPY3.1,9/7/2025 15:13,20250907,no,,"Curtis_Drake,Blake_Granquist",Valleys,,6,S,SR,21005,21005,Canyon Lakes Ranger District,Arapaho and Roosevelt National Forests,1015SH,Alkali-feldspar-granite,MOFI,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,G228 Pinus ponderosa Southern Rocky Mountain Forest & Woodland Group,9,,1315,2.9,3689078,5.92446E-06,0.015039345,09/09/2025 17:03:40.196,cnhp_guest4,09/09/2025 21:27:19.897,cnhp_guest4
54,f6e1b4d7-2cd8-463c-87ca-49c846fb438a,20250520_40.72171357-105.59281086,CNHPY3.1,9/7/2025 21:39,20250907,no,,"Curtis_Drake,Blake_Granquist",Hillslope,,15,SE,SR,21005,21005,Canyon Lakes Ranger District,Arapaho and Roosevelt National Forests,1015SH,Gneiss,HEPU3,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,A3732 Amelanchier utahensis - Cercocarpus montanus - Cercocarpus intricatus Shrubland Alliance,3,"Post-fire ruderal community, no Amelanchier either",685,1.51,302033,4.35707E-06,0.009611579,09/09/2025 17:34:33.112,cnhp_guest4,09/09/2025 21:20:07.474,cnhp_guest4
55,ebfa3829-c78c-4f87-a418-e2e6ad2d4652,20250519_40.69622037-105.52623455,CNHPY3.1,9/8/2025 14:09,20250908,no,,"Curtis_Drake,Blake_Granquist",Flat,,0,Flat,SR,21005,21005,Canyon Lakes Ranger District,Arapaho and Roosevelt National Forests,1520SH,Migmatite,HEPU3,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,A3731 Purshia tridentata - Ribes cereum Shrubland Alliance,7,,2200,4.85,970034,1.25207E-05,0.02475679,09/09/2025 17:34:38.008,cnhp_guest4,09/09/2025 21:15:04.434,cnhp_guest4
56,1c464898-f270-4225-9869-38ac60d59331,20250827_39.52584873419255-105.73531488887966,CoNPS3.2,9/10/2025 16:00,20250910,no,,"Mele_Avery,Other",Hillslope,,8,S,SR,21211,21211,South Platte Ranger District,Pike and San Isabel National Forests,0510SH,Gravel,ARTRV,"Individual_photo,herbarium_vouchers,filled_out,Bags",,,,Sandy_Loam,,"Can't edit reference number but it should be conps3.2-008 not 7 
CEGL001533 - Artemisia tridentata ssp. vaseyana / Festuca idahoensis Shrub Grassland",4,Unclear based on codominant grass sp.,1410,3.11,0,3.92675E-07,0.003832641,09/11/2025 00:31:31.805,cnhp_guest4,10/21/2025 16:25:51.697,cnhp_guest4
57,f5b338f4-56a7-4f90-8152-3a3825d69d9d,20250827_39.606306119821966-105.72854859754443,CoNPS3.2,9/10/2025 14:22,20250910,no,,"Mele_Avery,Other",Hillslope,,6,S,SR,21007,21007,Clear Creek Ranger District,Arapaho and Roosevelt National Forests,0510HU,Unconsolidated,"EREL9, CAEB","herbarium_vouchers,Individual_photo,Bags,filled_out",,,,Silt_Loam,,CES306.829-Rocky Mountain Subalpine-Montane Mesic Meadow,3,Could be CEGL001887 but I recorded no DECE,82,0.18,0,6.97906E-07,0.005744516,09/11/2025 03:18:56.433,cnhp_guest4,10/31/2025 17:58:01.254,cnhp_guest4
58,c9c486e6-777e-42dd-873e-feaf5045e028,20250917_39.66985596-107.17329897,CNHPY3.1,9/17/2025 17:02,20250917,no,,Curtis_Drake,Plateau,,3,S,SR,21508,21508,Rifle Ranger District,White River National Forest,1015HU,Shale,ARTRV,"Individual_photo,herbarium_vouchers,filled_out,Bags",,,,Clay_Loam,,,,,4319,9.52,0,8.75148E-07,0.003767608,09/23/2025 00:25:30.614,cnhp_guest4,10/08/2025 21:28:46.019,cnhp_guest4
59,5a87a501-352f-4a8a-a8f0-9f191f2bf978,20250921_40.24754271-105.42281424,CNHPY3.1,9/21/2025 21:52,20250921,no,,"Curtis_Drake,Blake_Granquist",Drainage,,10,SE,SR,21005,21005,Canyon Lakes Ranger District,Arapaho and Roosevelt National Forests,1520SH,Alkali-feldspar-granite,MOFI,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,G229. Southern Rocky Mountain Ponderosa Pine Open Woodland,7,,1566,3.45,4393229,2.00913E-06,0.00986552,09/23/2025 00:25:32.665,cnhp_guest4,10/08/2025 21:25:48.701,cnhp_guest4
60,d794d264-4b73-469f-a4cc-2fbcf329f411,20250922_40.24058575-105.43449287,CNHPY3.1,9/22/2025 16:46,20250922,no,,"Curtis_Drake,Blake_Granquist,Other",Hills,,3,S,SR,21005,21005,Canyon Lakes Ranger District,Arapaho and Roosevelt National Forests,1520SH,Alkali-feldspar-granite,MOFI,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,G229. Southern Rocky Mountain Ponderosa Pine Open Woodland,7,,633,1.4,1775807,1.01887E-06,0.005537408,09/23/2025 00:25:34.553,cnhp_guest4,10/08/2025 21:25:51.128,cnhp_guest4
61,9e7c692b-178d-4f8c-8241-ae04b68bdccd,20250921_39.34513833839446-105.26946161873639,CoNPS3.2,9/22/2025 14:30,20250922,no,,"Mele_Avery,Maggie_Gaddis,Janet_Toenjes,Other",Drainage,,10,NE,SR,21211,21211,South Platte Ranger District,Pike and San Isabel National Forests,1015SH,Granite,"MOFI, PEVI4","Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL000424 Pseudotsuga menziesii/Arctostaphylos uva-ursi forest,9,,346,0.76,970662,3.83645E-06,0.010192722,09/23/2025 01:56:04.559,cnhp_guest4,10/31/2025 17:49:30.618,cnhp_guest4
62,b6023b37-f325-4a47-be9c-aab6890400b2,20250711_39.01817391-108.0766528,CoNPS3.2,9/27/2025 17:40,20250927,no,,"Mele_Avery,Other",Hills,,8,NE,SR,20402,20402,Grand Valley Ranger District,"Grand Mesa, Uncompahgre and Gunnison National Forests",0510VH,Basalt,CALE9,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Clay_Loam,,CEGL001599 DECE wet meadow,8,,27,0.06,0,6.91068E-07,0.003747694,09/28/2025 20:27:02.687,cnhp_guest4,10/30/2025 22:40:46.293,cnhp_guest4
63,6fc166b0-1440-495e-8555-97695720bb9e,20250711_39.03913957-108.16002037,CoNPS3.2,9/27/2025 15:56,20250927,no,,"Mele_Avery,Other",Plateau,,0,W,SR,20402,20402,Grand Valley Ranger District,"Grand Mesa, Uncompahgre and Gunnison National Forests",0510HU,Basalt,PERY,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Loam,,CEGL000527 Populus tremuloides/Abies lasiocarpa/Juniperus communis forest,6,Really not sure on this one! Forb dominated meadow surrounded by POTR5 and ABLA,570,1.26,0,2.0916E-06,0.005910563,09/28/2025 20:33:03.254,cnhp_guest4,10/31/2025 17:50:55.688,cnhp_guest4
64,e9b7e8b7-a890-4e74-923b-48212e65f6d8,20250711_39.04063356-107.97833203,CoNPS3.2,9/27/2025 0:15,20250926,no,,Mele_Avery,Hillslope,,20,S,SR,20402,20402,Grand Valley Ranger District,"Grand Mesa, Uncompahgre and Gunnison National Forests",0510VH,Unconsolidated,ERSP4,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,G218 Rocky Mountain subalpine moist-mesic spruce-fir forest,4,Lower Alliances listed in Guide dont look quite right,9,0.02,31747,5.87697E-08,0.000981481,09/28/2025 20:37:12.432,cnhp_guest4,10/21/2025 18:10:10.347,cnhp_guest4
65,7ec7f1a7-aa4e-404d-9dd7-f32105a9f193,20250924_39.56026860047132-105.99554750137031,CoNPS3.2,9/24/2025 15:03,20250924,no,,"Mele_Avery,Other",Floodplain,,8,S,SR,21510,21510,Dillon Ranger District,White River National Forest,0510SH,Shale,ARAR8,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL001024 Artemisia tridentata ssp. vaseyana / Festuca thurberi Shrubland,9,FETH recorded as a dominant grass layer in 2024 survey,1807,3.98,0,3.94677E-06,0.012958522,09/28/2025 20:41:49.089,cnhp_guest4,10/30/2025 22:31:36.203,cnhp_guest4
66,37aa03ae-c8aa-4adf-95b4-5df6aaf1cd6b,20250924_39.837550674565136-106.3138597458601,CoNPS3.2,9/24/2025 22:02,20250924,no,,Mele_Avery,Hillslope,,15,SE,SR,21510,21510,Dillon Ranger District,White River National Forest,0005SH,Unconsolidated,PEST2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL002820 Amelanchier utahensis/Artemisia tridentata vaseyana shrubland,7,,102,0.22,133124,1.08827E-06,0.011127833,09/28/2025 20:45:45.479,cnhp_guest4,10/21/2025 16:27:34.809,cnhp_guest4
67,5ea51ba3-dca7-45af-bc4c-63b8feb09750,20250925_39.83716-106.3156,CoNPS3.2,9/25/2025 14:12,20250925,no,,"Mele_Avery,Other",Depression,,2,S,SR,21510,21510,Dillon Ranger District,White River National Forest,0005SH,Unconsolidated,PEST2,"herbarium_vouchers,Individual_photo,Bags,filled_out",,,,Sandy_Loam,,CEGL000596 Populus tremuloides/Prunus virginiana forest,8,"Image whoteboard incorrect, should say collection no 01 and  conps3.2-014",25,0.06,55116,1.05365E-06,0.005866036,09/28/2025 20:50:20.602,cnhp_guest4,11/06/2025 17:45:40.029,cnhp_guest4
68,2e4310aa-dbc9-4b37-aa97-847603961544,20250925_39.83028268441558-106.32771955803037,CoNPS3.2,9/25/2025 15:49,20250925,no,,"Mele_Avery,Other",Hillslope,,5,E,SR,21510,21510,Dillon Ranger District,White River National Forest,0005SH,Migmatite,PERY,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Silt_Loam,,CEGL001105 Dasiphora fruticosa wet meadow,4,"Land seems like previously cleared land once used for pasturage, shrubs and forbs dominate but is surrounded by Salix and aspens.",418,0.92,0,2.38729E-07,0.002232896,09/28/2025 20:54:45.207,cnhp_guest4,10/31/2025 17:57:22.542,cnhp_guest4
69,b2bb8d20-fdd1-48c3-a07e-aadf0197c7d6,20251001_40.05329273175448-105.45614261180162,CoNPS3.2,10/1/2025 15:15,20251001,no,,"Janet_Toenjes,Mele_Avery,Other",Hillslope,,10,N,SR,21001,21001,Boulder Ranger District,Arapaho and Roosevelt National Forests,1520SH,Migmatite,"ERUM, ERSP4, MOFI, PEVI3, PEST2, HEMU3","Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL000618 Populus tremuloides/tall forbs forest,7,"Slate numberibg wrong, all are collection nunber 01. Penstemons collected are virens and strictus",308,0.68,712975,5.33701E-06,0.009235712,10/02/2025 01:42:40.920,cnhp_guest4,10/31/2025 17:56:31.665,cnhp_guest4
70,58ef275c-25e0-4c5f-8b9b-d4016a5362c8,20250626_38.03656671-105.18800616,CoNPS3.2,10/8/2025 23:13,20251008,no,,Mele_Avery,Hillslope,,5,W,SR,21203,21203,San Carlos Ranger District,Pike and San Isabel National Forests,0510VH,Gneiss,DAPA2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Clay_Loam,,G268 Southern Rocky Mountain Montane-Subalpine Grassland,6,,63,0.14,63001,6.657E-08,0.00123859,10/11/2025 23:12:01.742,cnhp_guest4,10/30/2025 22:32:57.109,cnhp_guest4
71,774f8817-5b3d-4dc7-b019-d167420c131d,20250627_38.00164825-105.05739515,CoNPS3.2,10/9/2025 20:23,20251009,no,,Mele_Avery,Drainage,,12,W,SR,21203,21203,San Carlos Ranger District,Pike and San Isabel National Forests,1015HU,Alkali-feldspar-granite,PEGL3,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL000859 Pinus ponderosa / Juniperus communis Woodland,6,"Common juniper present on margins, not listed in pre-collection veg survey",46,0.1,0,3.81353E-07,0.003666679,10/11/2025 23:13:21.337,cnhp_guest4,10/31/2025 17:57:06.179,cnhp_guest4
72,d42fd1b9-72d8-416c-867c-346910890513,20250627_38.01724232-105.16664104,CoNPS3.2,10/11/2025 15:47,20251011,no,,"Mele_Avery,Other",Hillslope,,5,S,SR,21203,21203,San Carlos Ranger District,Pike and San Isabel National Forests,0510HU,Gneiss,"DAPA2, GETR, ERGL5","Individual_photo,herbarium_vouchers,Bags",,,,Sandy_Loam,,G268 Southern Rocky Mountain Montane-Subalpine Grassland,6,,206,0.45,726644,3.7249E-06,0.007664792,10/11/2025 23:15:05.691,cnhp_guest4,10/30/2025 22:37:48.628,cnhp_guest4
73,4b78e9af-0123-462c-b02f-ee204fdf5109,20251016_37.13571337983012-103.00915569998324,CoNPS3.2,10/16/2025 23:46,20251016,no,,Mele_Avery,Arroyo,,10,NE,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Sandstone,PEAL2,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL001594 Schizachyrium scoparium - Bouteloua curtipendula Western Great Plains Grassland,8,,61,0.13,25821,2.83568E-06,0.006367983,10/19/2025 18:00:25.189,cnhp_guest4,10/21/2025 18:36:43.681,cnhp_guest4
74,c802482c-badf-4201-bacf-9ff6b4f731e0,20251016_37.136878464370966-103.01558973267674,CoNPS3.2,10/18/2025 15:17,20251018,no,,"Curtis_Drake,Blake_Granquist,Mele_Avery,Other",Arroyo,,5,E,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Sandstone,"SCSC, BOCU","Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL001594 Schizachyrium scoparium - Bouteloua curtipendula Western Great Plains Grassland,8,,1732,3.82,992786,5.62565E-06,0.010407928,10/20/2025 02:23:20.468,cnhp_guest4,10/21/2025 18:36:40.061,cnhp_guest4
75,b8b45085-4345-4938-9878-c3a67d16306c,20251017_37.14814336504787-102.99656180664897,CoNPS3.2,10/18/2025 17:40,20251018,no,,"Blake_Granquist,Curtis_Drake,Mele_Avery,Other",Hillslope,,10,N,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Sandstone,"SCSC, LIPU, BOCU","Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,CEGL001594 Schizachyrium scoparium - Bouteloua curtipendula Western Great Plains Grassland,8,,231,0.51,132410,6.15544E-06,0.01044611,10/20/2025 02:23:24.389,cnhp_guest4,10/21/2025 19:24:23.327,cnhp_guest4
76,1c092477-aa1a-4b31-9343-d21f7960062f,20251018_37.10383797-101.93837654,CNHPY3.1,10/19/2025 13:08,20251019,no,,"Curtis_Drake,Blake_Granquist",Plateau,,10,Flat,ST,21207,21207,Cimarron Ranger District,Pike and San Isabel National Forests,1520SA,Gravel,SCSC,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Loam,,,,,2320,5.11,1329828,2.00162E-06,0.010178146,10/20/2025 19:24:23.823,cnhp_guest4,10/20/2025 19:48:55.227,cnhp_guest4
77,6e204c5b-f7f7-4130-9db8-3ce817b299f2,20251015_37.17641071-103.61360611,CNHPY3.1,10/15/2025 17:17,20251015,no,,"Curtis_Drake,Blake_Granquist",Hillslope,,4,N,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SH,Shale,LIPU,Individual_photo,,,,Loam,,,,,3490,7.69,1061790,7.0094E-06,0.011803265,10/20/2025 19:27:01.608,cnhp_guest4,10/20/2025 19:47:07.250,cnhp_guest4
78,9a4f0012-213b-47fe-a213-217e9276e5ef,20251016_37.66888169-103.83693113,CNHPY3.1,10/16/2025 15:47,20251016,no,,"Curtis_Drake,Blake_Granquist",Flat,,1,NE,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Shale,BOCU,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Silt_Loam,,,,,1280,2.82,538986,1.58053E-05,0.026252033,10/20/2025 19:27:02.952,cnhp_guest4,10/20/2025 19:44:22.203,cnhp_guest4
79,277dd1d5-3d7b-48cc-8b67-b5b6d5611397,20251017_37.12163332-103.00815493,CNHPY3.1,10/17/2025 16:50,20251017,no,,"Curtis_Drake,Blake_Granquist",Depression,,2,SW,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Sandstone,SCSC,Individual_photo,,,,Sandy_Loam,,,,,3770,8.31,2160971,1.3806E-06,0.008575988,10/20/2025 19:27:04.380,cnhp_guest4,10/20/2025 19:42:12.525,cnhp_guest4
80,a680d675-4df9-475a-a758-2440bccf82d9,20251017_37.10781707-103.01355333,CNHPY3.1,10/17/2025 20:40,20251017,no,,"Curtis_Drake,Blake_Granquist",Hills,,10,W,ST,21206,21206,Comanche Ranger District,Pike and San Isabel National Forests,1520SA,Sandstone,SCSC,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,,,,5750,12.68,2774297,1.68252E-06,0.010133885,10/20/2025 19:27:05.813,cnhp_guest4,10/20/2025 19:39:53.366,cnhp_guest4
81,491ebd59-6c13-4757-86aa-43fea7dc7403,20251020_38.7409431-104.89538307,CNHPY3.1,10/20/2025 13:13,20251020,no,,"Curtis_Drake,Blake_Granquist",Hillslope,,35,NE,SR,21209,21209,Pikes Peak Ranger District,Pike and San Isabel National Forests,1015SH,Granite,PEGL3,"Individual_photo,herbarium_vouchers,Bags,filled_out",,,,Sandy_Loam,,,,,75,0.17,0,7.80249E-08,0.00178893,10/20/2025 19:27:07.467,cnhp_guest4,10/31/2025 17:57:41.540,cnhp_guest4
